,area_name,point_node,point_dist,area,school_dist,school_cover_ratio,school_num,mid_school_dist,mid_school_cover_ratio,mid_school_num,station_dist,station_cover_ratio,station_num,hospital_dist,hospital_cover_ratio,hospital_num,sports_dist,sports_fac_cover_ratio,sports_fac_num,cultural_fac_dist,cultural_fac_cover_ratio,cultural_fac_num,community_ctr_dist,community_ctr_cover_ratio,community_ctr_num,museum_dist,museum_cover_ratio,museum_num,library01_dist,library01_cover_ratio,library01_num,art_mus_dist,art_mus_cover_ratio,art_mus_num,Neighbourhood_assoc_dist,Neighbourhood_assoc_cover_ratio,Neighbourhood_assoc_num,park01_dist,park01_cover_ratio,park01_num,park11_dist,park11_cover_ratio,park11_num,bicycles_parking_area_dist,bicycles_parking_area_cover_ratio,bicycles_parking_area_num,welfare_ctr_dist,welfare_ctr_cover_ratio,welfare_ctr_num,shopping_street_dist,shopping_street_cover_ratio,shopping_street_num,original_bus_dist,original_bus_stops_cover_ratio,original_bus_stops_num,metabo_hosp_dist,metabo_hosp_cover_ratio,metabo_hosp_num,restaurant_dist,restaurant_cover_ratio,restaurant_num,bus_stops_dist,bus_stops_cover_ratio,bus_stops_num,supermarket_dist,supermarket_cover_ratio,supermarket_num,library02_dist,library02_cover_ratio,library02_num,park02_dist,park02_cover_ratio,park02_num,worker_status_all_hhs_num,worker_status_farmer_hhs_num,worker_status_other_hhs_num,worker_status_not_farmer_hhs_num,worker_status_jobless_hhs_num,worker_all_num,worker_A_num,worker_B_num,worker_C_num,worker_D_num,worker_E_num,worker_F_num,worker_G_num,worker_H_num,worker_I_num,worker_J_num,worker_K_num,m_all_num,m_15mainus,m_40-44,m_45-49,m_50-54,m_55-59,m_60-64,m_65-69,m_70-74,m_75plus,f_all_num,f_15mainus,f_40-44,f_45-49,f_50-54,f_55-59,f_60-64,f_65-69,f_70-74,f_75plus,single_num,all_hhs_num,c01_walk,c01_train,c01_bus,c01_school_bus,c01_car,c01_taxi,c01_bike,c01_bicycle,c02_walk,c02_train,c02_bus,c02_school_bus,c02_car,c02_taxi,c02_bike,c02_bicycle,altitude_avg,altitude_std
10,åˆãΩè¨äwçZ,2178332199,15.350988460000691,1620757.9692503284,86.7252808226922,0.9999494100047351,1,431.6080048238377,0.7731659010233345,1.0,1425.1264568315758,0.5004578014421982,0.0,196.03304800938218,0.9583910115906289,1.0,806.139776666496,0.7181811391228503,2.0,197.33297050524124,0.9049634687957591,2.0,1145.2635497728797,0.527568273688494,1.0,3109.224804714482,0.0,0.0,3125.8223286629755,0.0,0.0,7522.88706126651,0.0,0.0,395.16605111986684,0.9999999999996216,9,226.4791563679542,0.9999999999996216,14,1905.9227880577332,0.0,0.0,237.76957065151333,0.9979697063803896,2.0,102.28163471414426,0.9999999999996216,9.0,969.2171155668616,0.9499466439690323,4.0,9515.214515885778,0.0,0.0,1637.83627915738,0.6068693150547263,0.0,699.0931334805613,0.9870075684857285,4.0,319.6725401495693,0.9999999999996216,6.0,1023.6112268798989,0.7712734934254213,3.0,1138.8044719950276,0.6386668681047396,1.0,207.9661750297525,0.9999999999996216,15,6272,17,9,3549,2560,5825,87,969,1045,667,863,243,27,677,255,347,463,6580,840,461,536,445,406,416,395,493,938,6971,782,418,496,455,438,399,420,568,1418,2358,6272,1032,4608,1682,102,3102,10,752,884,1198,5064,1778,112,3112,10,754,958,18.879991865370084,9.82784505685445
11,çÇç‚è¨äwçZ,3645978061,40.96248992086563,1731283.850264412,1926.3219836867481,0.9344394491821238,1,2076.589590930138,0.5038021044414311,0.0,1894.935714177761,0.19113915022079428,0.0,1052.5974556668907,0.849471772611822,1.0,1272.844385619142,0.7503492694607349,1.0,751.4637917280588,0.9793484332341563,5.0,1311.176921988119,0.7935707939551137,1.0,2850.954266585668,0.0,0.0,2406.614178636973,0.0,0.0,5738.345562727373,0.0,0.0,102.88029807881813,1.0000000000000115,16,449.763135489677,0.9896601039166412,13,1139.0767477113252,0.769854573090629,3.0,1827.6095829955989,0.32662687774186483,0.0,677.858594089701,0.8533325500028054,1.0,667.96130801539,0.8385355117772858,2.0,13680.833017346642,0.0,0.0,6536.274780618244,0.0,0.0,1938.4304524577349,0.0,0.0,591.307637096415,1.0000000000000115,12.0,1529.4035879808787,0.6387530099831195,0.0,1530.7551106737287,0.5287157328638665,0.0,390.439233293519,0.9984537357555892,15,2927,7,8,1639,1213,2843,32,460,514,331,425,119,18,341,141,147,238,3537,331,215,294,222,204,209,214,389,783,3899,319,202,281,216,202,215,243,489,1110,699,2927,216,1828,784,22,1318,8,406,158,268,2148,874,24,1328,10,410,212,31.558520898172794,14.626298758900539
12,ç™ä›è¨äwçZ,4458851445,29.6876856026155,1162011.972345217,1143.2967557756062,0.9908576853346381,1,1585.0212423133175,0.7217633364902082,1.0,575.7151539741907,0.983190018119549,1.0,183.35190583664817,0.9665853602168654,1.0,1209.8066620071545,0.9014582410924695,1.0,1804.4596676478566,0.39913634079759847,0.0,1745.4048461943587,0.27716179485778886,0.0,3986.591543945572,0.0,0.0,4107.323374318724,0.0,0.0,6914.742758409121,0.0,0.0,501.26618794593037,0.9999999999997786,9,675.6838007248556,0.9999999999997786,11,2894.0604852003476,0.21145625925977665,0.0,582.0103709811201,0.9999999999997786,3.0,1134.6146219465936,0.9542533491597701,1.0,1057.1918127094766,0.6949191339444625,0.0,11053.727213028393,0.0,0.0,3146.0609762999943,0.0,0.0,535.9108096295923,0.9733322654161095,3.0,418.4644385183906,0.9999999999997786,2.0,960.9292432940372,0.9999999999997786,2.0,1683.8919531313193,0.2993159962209474,0.0,418.4644385183906,0.9999999999997786,14,3883,5,10,2415,1382,4080,66,762,794,503,572,214,15,439,158,179,287,4500,626,328,381,328,273,247,282,322,587,4669,618,320,366,298,304,247,297,357,795,1121,3883,540,4272,508,84,2022,18,416,460,650,4686,550,98,2030,18,422,532,22.29730347159959,10.722386635604906
13,ç˜è¨äwçZ,858558022,23.58984961105587,1195215.5845077313,263.0601654600042,0.9687057805987317,1,576.4011073176148,0.9540818245270778,2.0,1094.6527253484849,0.6222862383678676,0.0,167.2245617608948,0.9861910950605083,1.0,1096.6776417812878,0.7350238297609565,0.0,401.9273905995011,0.8668647587055139,1.0,785.1272285402202,0.9142686908896375,1.0,1933.9836869670457,0.13038552827405317,0.0,1389.6981898140311,0.5082357016374369,0.0,9348.558922417564,0.0,0.0,355.63367027374363,0.9999999999998558,10,115.10995331351351,0.9999999999998558,5,124.92969571746069,0.9641789455423065,1.0,1143.1911178061182,0.618575595614603,0.0,91.23430945386997,0.9999999999998558,2.0,367.219191834431,0.9999999999998558,1.0,6013.297377036833,0.0,0.0,1613.3285619750188,0.26183724484614235,0.0,1331.347347933881,0.68822625626104,0.0,506.25183339142353,0.9999999999998558,7.0,59.57160092403147,0.9999999999998558,1.0,1162.8788019835224,0.654675192412432,0.0,237.5794704055782,0.9999999999998558,5,3519,3,4,2027,1398,3407,54,560,688,386,512,173,9,348,130,133,293,3750,308,220,290,323,317,270,295,347,558,3995,312,220,288,337,296,242,293,368,854,1217,3519,704,3090,1826,58,1292,30,420,368,812,3520,1978,62,1308,30,428,406,44.45965158892629,9.61761940093163
14,éRçËè¨äwçZ,3343759038,15.50943093732522,1125602.259625907,709.2559455328241,0.999999999999988,1,1157.1549876480274,0.8303306572927305,0.0,282.27883204197394,0.9962566020657995,1.0,94.21651051972403,0.9998981474049026,2.0,1326.0447805586673,0.6522752103436653,0.0,1510.6514129825657,0.3668217492065337,0.0,670.1900695066325,0.9119893020422222,1.0,2299.4442471918064,0.0,0.0,2614.4267711403013,0.0,0.0,6344.432503743833,0.0,0.0,396.5150652834776,0.999999999999988,9,543.7229371416697,0.999999999999988,5,731.7622305350576,0.8139331402098984,2.0,357.84593393188925,0.999999999999988,2.0,430.74768843321067,0.999999999999988,2.0,450.86952046272506,0.999999999999988,2.0,8975.328958363101,0.0,0.0,2182.0204644392984,0.0,0.0,1122.9246955843942,0.7780874942871192,0.0,475.56504163929947,0.999999999999988,7.0,1478.9314436237962,0.5308361537176775,0.0,1530.6816984660293,0.29436008054865886,0.0,194.0239408104438,0.999999999999988,7,4142,11,8,2364,1679,3656,54,699,718,434,485,210,24,350,143,154,275,4097,427,276,302,286,244,225,263,361,562,4363,430,271,308,259,256,251,298,392,828,1756,4142,440,3936,678,96,1436,14,394,628,526,4320,730,100,1442,14,398,692,15.9578432935425,12.236010719729421
15,é¨ì¸è¨äwçZ,3836829394,78.71755526823891,638859.335621408,442.9607541974551,0.9999999999999774,1,485.4915944936158,0.9546972103070748,0.0,293.6784310056679,0.9999999999999774,1.0,101.27122636691205,0.9999999999999774,1.0,1124.2082792321023,0.6194057047719148,0.0,458.0555924910716,0.9999999999999774,5.0,458.806900938093,0.9999999999999774,1.0,895.6963926242294,0.7425450223855277,0.0,767.2116669571616,0.8653068120317401,0.0,9387.688628074746,0.0,0.0,126.38696525288093,0.9999999999999774,5,304.69690040703347,0.9999999999999774,4,630.4028469220417,0.9999999999999774,1.0,302.36998373511693,0.9999999999999774,3.0,288.2614919552423,0.9999999999999774,2.0,314.58493339884006,0.9999999999999774,3.0,5418.678082694017,0.0,0.0,1891.4502676322015,0.0,0.0,761.2845758398366,0.9999999999999774,1.0,107.20324306034527,0.9999999999999774,2.0,765.3649932234774,0.9999999999999774,1.0,1482.1425606778525,0.6447275124005944,0.0,321.3913904344788,0.9999999999999774,5,1769,1,1,977,742,1535,43,310,333,153,204,118,3,125,43,36,115,1654,98,89,112,157,149,127,149,139,200,1678,90,87,120,150,141,139,125,163,299,823,1769,584,1510,346,40,350,8,92,188,634,1628,354,42,352,8,92,202,25.1995072691351,13.229485466724917
16,è¨å¥ë‰è¨äwçZ,460382660,14.723374420683413,1059487.6507275857,778.5663101801875,0.9200793775176446,1,998.5078930839461,0.6492077963108822,0.0,2015.156598677578,0.5428940588394294,0.0,205.25404951407103,0.9999999999995975,1.0,2521.9610310512107,0.25509055193153196,0.0,1559.402240989378,0.5726759036272301,0.0,1455.424077072422,0.4368079089016783,0.0,1080.0252327636408,0.4274098015521943,0.0,5589.383063136786,0.0,0.0,2427.882447227192,0.0,0.0,370.6243038490083,0.9999999999995975,4,417.23819940547367,0.9999999999995975,12,2276.103810594332,0.05134615823452087,0.0,1790.5806796853046,0.597504379935393,0.0,659.0888640131011,0.9954715977575469,0.0,2024.1746431237648,0.6406228181337834,0.0,12652.493901846461,0.0,0.0,5880.434407922655,0.0,0.0,3296.9306390677516,0.0,0.0,316.5285944522534,0.9999999999995975,4.0,578.6269933330681,0.9999999999995975,1.0,2433.649995173546,0.4880874152358962,0.0,330.1532870828535,0.9999999999995975,15,4211,4,6,2463,1641,4333,56,637,742,489,701,226,16,496,214,213,405,4996,531,300,440,382,368,302,393,437,772,5206,502,275,399,345,344,332,381,500,1049,1044,4211,330,3334,1386,80,2234,16,572,144,416,3834,1486,84,2250,16,574,166,40.96401843858764,14.538857621986018
17,èÈñkè¨äwçZ,6988755336,32.92744004045853,1621684.1414452987,572.4951464877935,0.882096056044527,1,676.9078079899175,0.8193667891715938,1.0,1306.437836029658,0.5303543552989355,0.0,690.4175939586335,0.946128875735227,1.0,776.053330659453,0.8496466148640841,1.0,1512.3937373264419,0.38637334853874705,0.0,1672.6620013533377,0.2044451007372733,0.0,3873.2502562949394,0.0,0.0,3698.706780243434,0.0,0.0,10106.632512846967,0.0,0.0,929.0094187613447,0.999999999999791,4,560.0647133489362,0.9457552705586657,8,1425.4175698652086,0.39793775651189534,0.0,1068.0829920352512,0.707527090375201,0.0,1111.0109224783935,0.858893941871071,4.0,879.7944895750846,0.8485400098838305,1.0,8481.206967466236,0.0,0.0,694.1138864244041,0.8916666325081122,1.0,1440.3864245449447,0.6519376778388927,0.0,1131.241974543434,0.8449975897694854,2.0,1179.529156902652,0.8153417566058848,1.0,1666.2029235754856,0.15889177920867056,0.0,752.5301263521277,0.9902460219182626,7,4280,4,12,2655,1518,4496,58,706,814,524,683,235,25,505,185,268,363,4953,641,331,473,368,340,287,306,318,706,5246,610,354,429,354,304,310,275,369,1050,1292,4280,614,2944,1670,84,2828,18,874,638,784,3418,1808,96,2846,18,882,698,42.06563267100529,26.67882306249659
18,êXçËè¨äwçZ,1674546043,36.40979459251787,1089200.4664354685,792.2983967631235,0.8321711551255524,1,1146.090435306091,0.5317284148168606,1.0,1521.8652629640933,0.5429619148164878,0.0,111.83651778393752,0.9792877546002042,1.0,1250.400770997057,0.6753251120470875,0.0,1389.2757766377586,0.23108097075472098,0.0,1923.7063559053968,0.0,0.0,4075.059610847,0.0,0.0,4091.6571347954923,0.0,0.0,8174.813867399025,0.0,0.0,247.63349066768336,1.000000000000212,10,314.10699392059223,1.000000000000212,10,2106.305881744147,0.21964368789696762,0.0,1326.9272171940656,0.574807335437228,0.0,957.1177309364963,1.000000000000212,1.0,375.91064808967263,0.9999698107188261,2.0,10229.8323220183,0.0,0.0,2238.071085289897,0.0,0.0,1050.0002461385548,0.952779095045061,0.0,239.74204138093182,1.000000000000212,7.0,1193.4260330124166,0.9411708770279449,0.0,1917.2472781275446,0.0,0.0,239.74204138093182,1.000000000000212,11,3974,4,6,2326,1532,3882,49,631,655,414,552,260,12,448,191,237,295,4595,777,338,374,280,245,220,248,263,600,4592,697,287,324,277,245,214,256,332,894,1375,3974,528,3040,1530,50,2552,26,692,378,648,3324,1634,54,2562,26,696,420,32.06613884738639,18.386117951686632
19,ê_ñæè¨äwçZ,364360622,112.29820279872395,2040015.2537567029,535.8811021992981,0.9742077468708965,1,451.4852784900152,0.8290664077722265,2.0,1223.5387703536105,0.7865725110278717,0.0,223.81514079747438,0.7663971688199136,2.0,970.6520345055081,0.5660099373928965,2.0,1122.1759729853557,0.7235703427410944,1.0,1189.2484931284912,0.7921471833670245,0.0,1819.1539794635269,0.4400386818243924,0.0,1294.572891514832,0.47430549675979,0.0,7809.7132756052315,0.0,0.0,850.4603126227607,0.9998546764951326,5,505.29554103607836,0.9999999999996871,9,711.5623530998483,0.6562361438927292,2.0,1496.497397088721,0.6033824148343999,0.0,756.9974256714776,0.9977696967212812,2.0,843.6514217930475,0.9922175559326109,2.0,13852.4427302245,0.0,0.0,5944.776493496103,0.0,0.0,775.8491947692547,0.4489563063707157,0.0,794.9955846598816,0.9999999999996871,8.0,896.0695567233585,0.9960152213695957,1.0,1317.2691231428164,0.5349446300957995,0.0,478.1117076762339,0.9999999999996871,11,4238,4,5,2494,1651,4262,70,777,816,517,573,193,14,482,154,216,340,4855,626,297,398,365,316,264,308,352,762,5192,579,311,406,357,312,312,330,408,1060,1184,4238,658,3834,1672,64,2448,18,548,378,774,4416,1878,68,2464,18,558,438,45.53235796618174,29.143984052486935
20,êzñKè¨äwçZ,4729278359,61.979921056065876,3397686.9044813705,1423.9197456505203,0.9620295145777021,2,1410.3078193863223,0.9644688346715191,3.0,1641.6001931844025,0.9362303106739213,1.0,523.036794664239,0.5260771955904946,1.0,2668.2906450199293,0.15808041595363992,0.0,1417.8080472165548,0.9868106037501079,3.0,1426.912427059687,0.5556135527854424,1.0,1843.0840945593923,0.9460259625066919,1.0,1347.2500327449886,0.9594990576791644,2.0,9485.92499386257,0.0,0.0,1319.082825419353,0.9774747562138278,7,1334.746592638766,0.9473936197755817,4,1405.5022049352035,0.977101812913659,4.0,1627.729029793232,0.9454888139855397,2.0,1288.7520578989204,0.9703655322233045,11.0,1098.949561019352,0.9621970387384051,13.0,6962.760448481841,0.0,0.0,1997.391954558039,0.8524117955805122,0.0,1093.4875351538544,0.978071664799665,40.0,827.024851982021,0.9814858584445592,9.0,1237.1708317405153,0.9590390147872354,7.0,1778.5690472195167,0.8871564503708599,1.0,1111.2419022867707,0.9998423149962455,6,2835,1,1,1499,1291,2822,67,534,499,265,319,726,2,144,51,45,110,3013,272,260,253,226,147,123,158,177,311,2955,289,224,265,206,172,179,187,206,543,1362,2835,744,1142,258,30,360,6,52,152,832,1242,278,34,360,6,52,184,8.46552756790339,7.952876585351422
21,ëDâzè¨äwçZ,1674457469,85.44965018071815,1558904.637054692,731.4954591059682,0.8818974824837427,1,711.8206902790873,0.8408777570024489,1.0,1033.6541967900432,0.794217845839978,1.0,352.9751249018006,0.9123509312958747,1.0,2753.4417126748845,0.0,0.0,1604.336555904628,0.6829552967560111,0.0,360.1245147825794,0.8941155063475582,1.0,5143.737487536709,0.0,0.0,2672.2243049973076,0.0,0.0,13507.138722987233,0.0,0.0,156.9370528317305,1.000000000000154,10,333.18638149509803,1.000000000000154,14,1086.5275564800918,0.7545432701068125,1.0,383.4810647439342,0.8648521182117443,1.0,271.8805511100465,0.9709694875390744,3.0,283.15495769282296,0.9164634446877382,3.0,1343.106893539248,0.775787675982177,0.0,2624.0199967270687,0.0,0.0,2062.7078286392707,0.0,0.0,473.1182723795027,1.000000000000154,6.0,585.0731951138749,0.9885720204816029,1.0,481.8942555137809,0.8957305817951946,1.0,268.7353192347755,1.000000000000154,14,3888,8,8,2404,1361,5166,54,709,836,545,473,1423,18,436,128,114,297,5464,450,418,530,456,301,308,320,331,540,4489,425,265,386,327,339,307,311,391,756,1269,3888,2892,4462,690,78,1526,6,422,374,2956,5166,772,86,1530,6,426,400,24.381631925506575,14.887483136856869
22,ëñêÖè¨äwçZ,3332998641,224.7808903584471,1200697.199148242,959.4685099090887,0.9253459285612861,1,1875.872256065594,0.5279987500469167,0.0,2137.7574572524145,0.03668081864556447,0.0,1559.6773562731091,0.9012725212914869,1.0,2202.939546988975,0.00011617618873527927,0.0,1445.9580013335988,0.546297970992435,1.0,3231.876050950191,0.0048825229503115354,0.0,2207.1337487014043,0.6755170727177539,0.0,6194.350230561422,0.0,0.0,2496.078963164956,0.6792520072783209,0.0,435.82506064844597,0.9999999999998747,1,964.1623293371397,0.9999998703653135,2,802.7046095767441,0.9911755394165292,3.0,2158.7252685356907,0.054360234161839424,0.0,405.4673260022903,0.8819604757404803,2.0,2129.677886587871,0.011469402808410108,0.0,12365.065417784224,0.0,0.0,5707.62492386042,0.0,0.0,3346.8831550055156,0.0,0.0,741.6620899846152,0.9999999999998747,7.0,2147.827042653,0.11935639474162099,0.0,3330.0235111113107,0.0,0.0,944.6083740767212,0.9999999999998747,4,585,3,7,291,266,2364,11,78,79,54,74,1906,23,46,24,17,35,2314,76,41,52,47,51,35,37,54,167,996,63,32,41,34,40,24,33,82,305,240,585,3792,288,248,6,336,0,104,34,3792,346,298,6,340,0,104,40,47.87193349844674,28.99164328072762
23,ëÂí√è¨äwçZ,2857618048,48.885820354571884,1000552.3752493262,1532.9079046506395,0.99626659887608,1,1686.5283770652743,0.8351505972855326,0.0,1409.8324673812065,0.9998371896382307,2.0,791.6932258803308,0.9998773534506813,1.0,1785.5251699759142,0.5597871177131793,0.0,2835.8658023998114,0.0,0.0,1559.8339809463157,0.8467329668667245,1.0,3195.0556786975294,0.0,0.0,4855.415509070677,0.0,0.0,6217.663893161079,0.0,0.0,369.43004870074833,0.9999999999999863,7,580.4586618519584,0.9999999999999863,8,2763.609825326939,0.6497704605032428,0.0,1387.762505733076,0.9980131054467377,2.0,1593.6580585520699,0.9348681474692825,2.0,1957.8988165839964,0.677863345266498,0.0,11241.862347780352,0.0,0.0,4419.15711105195,0.0,0.0,1767.2290850016411,0.9097205287941696,1.0,934.3817675899845,0.9999999999999863,1.0,1099.8590407860845,0.8685211744405191,1.0,1709.3320878832762,0.8669472247422212,1.0,482.7933954462419,0.9999999999999863,11,3611,5,4,2246,1298,3955,53,733,869,540,605,176,10,326,121,175,261,4038,450,255,293,292,337,309,283,313,542,4379,416,239,298,307,401,264,309,349,763,1069,3611,428,4474,498,66,1666,16,370,468,516,5012,548,72,1684,16,370,532,19.42561382883234,12.457673393279599
24,ëÂíÀë‰è¨äwçZ,4453463575,13.466728566161382,1236829.9119565613,1042.8646541840576,0.9194207363388665,1,1549.1858295754344,0.07985285711430412,0.0,1712.9298975040188,0.20030614883038153,0.0,592.4430393525984,0.9727744576660962,1.0,2334.5616242644373,0.06259843158516484,0.0,1981.745221933129,0.3019880729975186,0.0,1835.5602836405635,0.05044530993820129,0.0,2989.8315869091184,0.0,0.0,2720.1464172822693,0.0,0.0,6080.523801372671,0.0,0.0,308.67747379853137,1.00000000000001,4,366.66555599943837,1.00000000000001,8,2837.2618788672853,0.5140939417353816,0.0,1595.0000947369688,0.3483459416696435,0.0,1082.110949844537,0.9601005135503006,0.0,1948.41683289957,0.010526663862827511,0.0,12310.14025599194,0.0,0.0,4402.474019263541,0.0,0.0,1161.8251283379605,0.4497052513368998,0.0,353.1323652734561,1.00000000000001,4.0,647.9048259818592,0.9474207580132833,1.0,1990.0593493190247,0.09237063031294358,0.0,309.5657362211377,1.00000000000001,9,2722,3,10,1988,668,3766,59,636,766,482,502,225,18,384,175,168,280,3721,514,243,431,429,287,186,182,158,242,3881,528,280,490,416,259,153,187,152,323,458,2722,348,3194,1738,46,2574,2,698,592,488,3970,2072,64,2610,2,716,812,25.662897693500618,17.112699962308692
25,ëÂìÌè¨äwçZ,4037929736,299.7865491577037,10625199.23892954,1712.2007485780746,0.5495163985423602,1,2348.086826900565,0.5104463163841444,1.0,7970.637945146903,0.0,0.0,2016.537544320745,0.38384412981570115,1.0,3078.69870290353,0.670514602752301,2.0,1466.6209280820203,0.5585389101591569,5.0,3945.8336405917385,0.36490652238386645,0.0,3591.4885686278108,0.29980202428417346,2.0,9850.112889360676,0.0,0.0,16840.450621964213,0.0,0.0,513.9696594242936,0.8178271409078168,6,1343.0056981981938,0.941513814959281,11,1874.0860105799352,0.3409055793796565,3.0,7732.283101152497,0.0,0.0,1494.1813359221132,0.8372999157468493,5.0,4313.725721549875,0.0,0.0,13950.946076583481,0.0,0.0,3747.235725313477,0.1874266751730879,0.0,2798.215887466349,0.5766891225258053,3.0,1135.9244329415824,0.9627371955518463,15.0,2047.125513051711,0.7736255905177097,2.0,3912.2342819145847,0.4358847313675553,0.0,1202.0956895623012,0.9492368313329099,15,4539,107,77,2490,1765,4461,138,761,752,456,677,121,233,438,201,236,319,5347,582,359,448,395,422,376,378,521,920,5939,602,344,389,397,360,347,455,543,1497,1328,4539,342,1680,1798,64,4066,26,876,254,398,2076,2158,84,4142,26,890,292,77.64548564787613,48.57875623636928
26,ëÂñÓïîè¨äwçZ,2168176871,29.665043499660996,2777583.647812105,93.28877430328689,0.925887155751986,1,1795.9765104501712,0.3629365655760528,0.0,1977.743511871236,0.055422048668334535,0.0,422.33123805130316,0.8062759213212641,1.0,1359.571119715921,0.39765580272408396,1.0,1795.9274697988765,0.6652552440007485,0.0,1744.2468761162083,0.5105818998134661,0.0,4575.089820164464,0.0,0.0,4050.5087322157688,0.0,0.0,9019.94711630617,0.0,0.0,506.5964594804421,0.9999999999997421,4,311.6235628659882,0.9999999999997421,13,2936.24713065129,0.033375553889961766,0.0,1820.3054661012088,0.27113950729918374,0.0,203.02509810168164,0.9616557618198435,3.0,1219.3753176395608,0.7369729243160072,0.0,11430.568570925441,0.0,0.0,3347.8343341970403,0.0,0.0,329.220856783117,0.9999450075567959,6.0,517.1413960976487,0.9999999999997421,8.0,683.4019212268535,0.6948828848823027,3.0,3177.755527034688,0.0,0.0,174.74156218952265,0.9999999999997421,13,3860,7,9,2294,1448,3929,65,502,649,492,547,147,18,496,195,325,346,4471,447,339,366,269,266,270,314,433,770,4781,437,268,296,266,284,249,360,552,1100,1113,3860,534,2384,1974,48,2884,18,730,484,630,2676,2188,52,2904,18,740,592,30.38992056763522,22.90309637278532
27,ëÈéÊè¨äwçZ,3377438126,39.104394123995164,1265631.625458936,536.657498496322,0.997730190816585,1,1169.7878660662225,0.5551484768286411,1.0,1526.599329463401,0.31253767990499975,0.0,75.34429216767487,0.9952433938814266,2.0,460.18551181285915,0.869297074979922,1.0,3246.8812998479043,0.0,0.0,1522.4252683042384,0.3098212337726134,0.0,7268.067231479987,0.0,0.0,2250.112048940584,0.0,0.0,15631.468466930512,0.0,0.0,369.93141710500004,1.000000000000196,7,66.8017503819376,1.000000000000196,14,967.0598953137329,0.7223523613863683,1.0,1415.3321109704134,0.2573055058994676,0.0,481.8145443274219,0.9135980069072464,1.0,1427.8046982834946,0.3428497074783071,0.0,1569.3978198802945,0.6787239177779525,0.0,2201.907740670345,0.0,0.0,1380.4345725825476,0.18920524454175744,0.0,293.06163489191727,1.000000000000196,9.0,293.06163489191727,0.9778595257571722,1.0,2303.3212477854167,0.14361992477837254,0.0,201.5626090824988,1.000000000000196,16,3053,3,5,1544,1456,2589,68,589,666,296,284,88,8,206,91,61,167,3457,348,207,256,210,186,195,206,366,900,3861,299,206,269,232,195,198,283,539,1039,653,3053,184,2846,1514,50,1086,20,438,362,250,3256,1692,50,1098,20,442,418,58.04465695298438,19.754868820249435
28,ëÚéRè¨äwçZ,2180682870,169.34978745643062,708092.8662440743,481.35000784331805,0.9996826984386278,1,1559.5730451629897,0.1909941721699089,0.0,2077.82466319386,0.597697201906652,1.0,356.8093664434963,1.0000000000006686,1.0,2079.8495796266625,0.5637133550015652,0.0,1385.0993284448762,0.6667857293615755,0.0,1768.2991663855953,0.9463972681841161,1.0,2917.1556248124202,0.6673807392193208,0.0,2372.870127659406,0.0,0.0,10331.73086026294,0.0,0.0,757.9035909215592,1.0000000000006686,4,348.9317496849426,1.0000000000006686,6,1108.1016335628358,0.6782965351896724,0.0,2126.363055651493,0.5663631098353836,1.0,1074.4062472992448,0.958802320544055,0.0,857.4791296798059,0.9539873572382059,1.0,6809.750314882207,0.0,0.0,2596.5004998203935,0.0,0.0,2037.161771960917,0.6193619338282131,1.0,1201.6909768800715,0.9761244479870821,0.0,1042.7435387694063,0.9869368266042545,0.0,1959.331739828897,0.7436938607526656,1.0,265.11910052090155,1.0000000000006686,6,1287,1,6,762,498,1308,12,216,297,170,168,67,6,145,39,53,110,1427,114,80,106,101,113,112,129,144,240,1558,147,94,103,119,105,101,127,145,349,364,1287,134,902,118,12,300,6,106,104,150,978,134,16,300,6,106,106,47.9701116280237,20.2389947648323
29,írè„è¨äwçZ,3350589979,14.815608262574425,4145234.6439264244,882.021582520811,0.7330885371197545,1,779.0417368972187,0.7486331824075193,1.0,2371.372004251774,0.11716657588841924,0.0,344.4015332482425,0.8302254285229606,1.0,1811.6754988815692,0.42691588541389147,0.0,2568.388905548558,0.021547098045025158,0.0,1352.736934246171,0.7796452821241817,1.0,4261.023445618565,0.0,0.0,3716.7379484655507,0.0,0.0,11232.245681069084,0.0,0.0,653.207613955183,0.9989031568118057,9,58.640364875524995,0.9257110585610097,14,911.2747380873243,0.46945573443695704,1.0,2150.815160257367,0.19395278644376396,0.0,525.9238839433386,0.9047049496025676,5.0,967.530160102812,0.865439306118517,3.0,7650.48013568835,0.0,0.0,1399.73405464652,0.6738364026610779,0.0,1239.9325927670604,0.663692239398416,1.0,476.38186496024764,0.965501466283789,15.0,762.2623251247676,0.9043767167275315,2.0,2800.0615606350416,0.003257858683619772,0.0,779.9940586167185,0.9948557091099778,18,5537,26,17,3165,2200,5531,75,775,976,671,834,260,51,589,266,373,476,6282,739,376,533,478,408,417,456,516,911,6701,663,391,528,440,458,402,457,561,1454,1690,5537,682,2906,2756,56,3300,24,1124,552,856,3580,3172,70,3338,24,1140,672,75.97424255576549,36.14085777844154
