"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"桜が丘２丁目公園","","神奈川県横須賀市桜が丘２丁目５番地","","","","トイレなし 面積：2,970㎡ 昭和52年4月1日開設","","","","","139.705458901304","35.2556000031662","街区公園（東部）"
"桜が丘２丁目第２公園","","神奈川県横須賀市桜が丘２丁目９２番地","","","","トイレなし 面積：867㎡ 昭和52年4月1日開設","","","","","139.703685042426","35.2556090152374","街区公園（東部）"
"桜が丘２丁目第３公園","","神奈川県横須賀市桜が丘２丁目１３番１","","","","トイレあり 面積：5,184㎡ 昭和55年4月1日開設","","","","","139.708305674678","35.256032940107","街区公園（東部）"
"貞昌寺公園","","神奈川県横須賀市馬堀町１丁目９３番地","","","","トイレあり 面積：1,527㎡ 昭和49年12月6日開設","","","","","139.698083487257","35.2558660311592","街区公園（東部）"
"根岸第２公園","","神奈川県横須賀市根岸町４丁目１５番地","","","","トイレなし 面積：2,395㎡ 昭和44年4月1日開設","","","","","139.679594006721","35.2548523843746","街区公園（東部）"
"根岸第３公園","","神奈川県横須賀市根岸町３丁目１８番地","","","","だれでもトイレあり 面積：2,200㎡ 昭和44年4月1日開設","","","","","139.681823809015","35.2515427038649","街区公園（東部）"
"根岸第４公園","","神奈川県横須賀市根岸町１丁目５５番地","","","","だれでもトイレあり 面積：2,299㎡ 昭和45年4月1日開設","","","","","139.686433426449","35.2514356414321","街区公園（東部）"
"根岸第５公園","","神奈川県横須賀市根岸町５丁目７６番地","","","","トイレなし 面積：992㎡ 昭和48年3月13日開設","","","","","139.68428462317","35.2568370892627","街区公園（東部）"
"走水公園","","神奈川県横須賀市走水２丁目９５０番３０","","","","トイレあり 面積：2,765㎡ 昭和46年12月25日開設","","","","","139.73443474302","35.2603184700136","街区公園（東部）"
"走水２丁目公園","","神奈川県横須賀市走水２丁目７７５番５","","","","トイレなし 面積：188㎡ 昭和54年4月1日開設","","","","","139.730791960352","35.263672211339","街区公園（東部）"
"馬堀３丁目公園","","神奈川県横須賀市馬堀町３丁目７８番８８","","","","トイレなし 面積：970㎡ 昭和52年4月1日開設","","","","","139.707739718887","35.2585097023041","街区公園（東部）"
"馬堀３丁目第２公園","","神奈川県横須賀市馬堀町３丁目３０番４７","","","","トイレなし 面積：139㎡ 昭和54年4月1日開設","","","","","139.712595358626","35.2591456048762","街区公園（東部）"
"馬堀４丁目公園","","神奈川県横須賀市馬堀町４丁目５番地","","","","トイレなし 面積：124㎡ 昭和59年7月17日開設","","","","","139.714152246951","35.2590086073607","街区公園（東部）"
"馬堀４丁目第２公園","","神奈川県横須賀市馬堀町４丁目５番１３４","","","","トイレなし 面積：119㎡ 昭和59年7月17日開設","","","","","139.714562218067","35.2586536388513","街区公園（東部）"
"馬堀４丁目第３公園","","神奈川県横須賀市馬堀町４丁目５番地","","","","トイレなし 面積：230㎡ 昭和59年7月17日開設","","","","","139.715617142991","35.2583246632323","街区公園（東部）"
"馬堀海岸公園","","神奈川県横須賀市馬堀海岸２丁目２７番","","","","だれでもトイレあり 面積：17,082㎡ 昭和53年1月10日開設","","","","","139.706267833577","35.2629282894114","街区公園（東部）"
"大津１丁目公園","","神奈川県横須賀市大津町１丁目１番地","","","","トイレなし 面積：1,000㎡ 昭和54年4月1日開設","","","","","139.697280549586","35.2623823978546","街区公園（東部）"
"馬堀海岸１丁目公園","","神奈川県横須賀市馬堀海岸１丁目３０番１","","","","トイレなし 面積：5,185㎡ 昭和49年4月1日開設","","","","","139.70177619218","35.2621503898846","街区公園（東部）"
"馬堀海岸２丁目公園","","神奈川県横須賀市馬堀海岸２丁目２４番地","","","","トイレなし 面積：999㎡ 昭和51年4月1日開設","","","","","139.703771033797","35.2608694991484","街区公園（東部）"
"馬堀海岸２丁目第２公園","","神奈川県横須賀市馬堀海岸２丁目２８番地","","","","トイレなし 面積：1,673㎡ 昭和62年3月25日開設","","","","","139.706090849374","35.2605535139463","街区公園（東部）"
"馬堀海岸３丁目公園","","神奈川県横須賀市馬堀海岸３丁目２８番地","","","","トイレなし 面積：4,651㎡ 昭和53年4月1日開設","","","","","139.711448438052","35.2618183552952","街区公園（東部）"
"馬堀海岸４丁目公園","","神奈川県横須賀市馬堀海岸４丁目８８番地","","","","トイレあり 面積：1,765㎡ 昭和48年10月11日開設","","","","","139.712279380454","35.2599405299624","街区公園（東部）"
"矢の津公園","","神奈川県横須賀市馬堀町２丁目３５番地","","","","トイレあり 面積：1,370㎡ 昭和30年5月18日開設","","","","","139.705804872751","35.2586717002627","街区公園（東部）"
"池田１丁目第２公園","","神奈川県横須賀市池田町１丁目４４番地","","","","トイレなし 面積：3,248㎡ 平成6年7月1日開設","","","","","139.694028811971","35.2517664943669","街区公園（東部）"
"池田１丁目公園","","神奈川県横須賀市池田町１丁目６５番地","","","","トイレあり 面積：3,261㎡ 平成8年4月1日開設","","","","","139.693421863851","35.2534593254564","街区公園（東部）"
"池田５丁目公園","","神奈川県横須賀市池田町５丁目２９番地","","","","トイレなし 面積：1,427㎡ 平成9年4月1日開設","","","","","139.690227107771","35.2453792274426","街区公園（東部）"
"池田３丁目公園","","神奈川県横須賀市池田町３丁目９番地","","","","トイレなし 面積：12,950㎡ 平成10年4月24日開設","","","","","139.694985732","35.2502486399132","街区公園（東部）"
"池田３丁目第２公園","","神奈川県横須賀市池田町３丁目２番地","","","","トイレなし 面積：7,099㎡ 平成11年12月9日開設","","","","","139.695683669873","35.2465450186844","街区公園（東部）"
"池田３丁目第３公園","","神奈川県横須賀市池田町３丁目１番地","","","","トイレなし 面積：12,148㎡ 平成11年12月9日開設","","","","","139.693610836129","35.2459781108281","街区公園（東部）"
"池田１丁目第３公園","","神奈川県横須賀市池田町１丁目６番地","","","","トイレなし 面積：3,145㎡ 平成15年1月28日開設","","","","","139.695860666055","35.2546701706774","街区公園（東部）"
"池田１丁目第４公園","","神奈川県横須賀市池田町１丁目６番地","","","","トイレなし 面積：1,892㎡ 平成15年1月28日開設","","","","","139.695846667172","35.2561900201164","街区公園（東部）"
"浦賀公園","","神奈川県横須賀市浦上台２丁目２７番地","","","","トイレなし 面積：1,490㎡ 昭和49年4月1日開設","","","","","139.71218039405","35.2535771486932","街区公園（東部）"
"浦賀１丁目公園","","神奈川県横須賀市浦賀１丁目２番地","","","","だれでもトイレあり 面積：1,002㎡ 昭和55年4月1日開設","","","","","139.709381589913","35.2561869171908","街区公園（東部）"
"浦賀３丁目公園","","神奈川県横須賀市浦賀３丁目４番地","","","","トイレなし 面積：1,312㎡ 昭和60年9月10日開設","","","","","139.709436583342","35.252191318122","街区公園（東部）"
"浦賀５丁目公園","","神奈川県横須賀市浦賀５丁目３３番地","","","","トイレなし 面積：2,282㎡ 昭和51年12月12日開設","","","","","139.704828938336","35.247985800278","街区公園（東部）"
"浦賀５丁目第２公園","","神奈川県横須賀市浦賀５丁目４２番地","","","","トイレなし 面積：6,179㎡ 昭和59年2月21日開設","","","","","139.705414886176","35.2459230176117","街区公園（東部）"
"浦賀５丁目第３公園","","神奈川県横須賀市浦賀５丁目５０番地","","","","トイレなし 面積：1,141㎡ 昭和62年4月1日開設","","","","","139.70688277257","35.2476448244482","街区公園（東部）"
"浦賀５丁目第４公園","","神奈川県横須賀市浦賀５丁目６０番地","","","","トイレなし 面積：1,352㎡ 昭和62年4月1日開設","","","","","139.709688555299","35.2491976408509","街区公園（東部）"
"浦賀７丁目公園","","神奈川県横須賀市浦賀７丁目１番１","","","","トイレあり 面積：3,958㎡ 昭和57年4月1日開設","","","","","139.714800158923","35.2439102329097","街区公園（東部）"
"浦賀丘１丁目公園","","神奈川県横須賀市浦賀丘１丁目２９番地","","","","トイレなし 面積：4,769㎡ 昭和52年4月1日開設","","","","","139.710324491422","35.2426483593293","街区公園（東部）"
"浦賀丘１丁目第２公園","","神奈川県横須賀市浦賀丘１丁目３１番地","","","","トイレなし 面積：675㎡ 昭和59年5月24日開設","","","","","139.70763870264","35.2425293761987","街区公園（東部）"
"浦賀丘２丁目公園","","神奈川県横須賀市浦賀丘２丁目３番地","","","","トイレなし 面積：2,292㎡ 昭和52年3月25日開設","","","","","139.713209282592","35.245098088452","街区公園（東部）"
"浦賀丘３丁目公園","","神奈川県横須賀市浦賀丘３丁目３１番地","","","","トイレなし 面積：1,336㎡ 昭和54年6月29日開設","","","","","139.715414104708","35.2424434138707","街区公園（東部）"
"小原台公園","","神奈川県横須賀市小原台２５番地","","","","トイレなし 面積：1,534㎡ 昭和53年10月2日開設","","","","","139.727127371517","35.2545829345705","街区公園（東部）"
"小原台第２公園","","神奈川県横須賀市小原台２０９７番地","","","","トイレなし 面積：785㎡ 昭和55年4月1日開設","","","","","139.727084345492","35.2567137521647","街区公園（東部）"
"小原台第３公園","","神奈川県横須賀市小原台２０９７番地","","","","トイレなし 面積：513㎡ 昭和61年4月1日開設","","","","","139.727804300709","35.256421774064","街区公園（東部）"
"鴨居公園","","神奈川県横須賀市鴨居３丁目６９１番","","","","トイレなし 面積：1,753㎡ 昭和44年8月1日開設","","","","","139.731682073266","35.2509623201677","街区公園（東部）"
"鴨居第２公園","","神奈川県横須賀市鴨居２丁目１４２番地","","","","トイレなし 面積：632㎡ 昭和44年2月21日開設","","","","","139.727958232367","35.2445581934655","街区公園（東部）"
"鴨居第３公園","","神奈川県横須賀市鴨居２丁目４０番地","","","","トイレなし 面積：2,234㎡ 昭和49年4月1日開設","","","","","139.730475057809","35.24285944518","街区公園（東部）"
"鴨居第４公園","","神奈川県横須賀市鴨居２丁目１５７番地","","","","トイレなし 面積：960㎡ 昭和46年6月10日開設","","","","","139.728353236634","35.2471928420358","街区公園（東部）"
"鴨居１丁目公園","","神奈川県横須賀市鴨居１丁目２１番地","","","","トイレなし 面積：2,261㎡ 昭和56年4月1日開設","","","","","139.726389427715","35.252653135224","街区公園（東部）"
"鴨居１丁目第２公園","","神奈川県横須賀市鴨居１丁目２８２５番地","","","","トイレなし 面積：335㎡ 平成6年4月1日開設","","","","","139.72515345465","35.2479097513548","街区公園（東部）"
"鴨居２丁目公園","","神奈川県横須賀市鴨居２丁目２９６番地","","","","トイレなし 面積：395㎡ 昭和52年12月7日開設","","","","","139.731214035459","35.2462839663716","街区公園（東部）"
"鴨居２丁目第２公園","","神奈川県横須賀市鴨居２丁目２８６番地","","","","トイレなし 面積：591㎡ 昭和57年4月1日開設","","","","","139.730353119949","35.2482526973405","街区公園（東部）"
"鴨居３丁目公園","","神奈川県横須賀市鴨居３丁目９６１番地","","","","トイレあり 面積：7,051㎡ 昭和52年3月25日開設","","","","","139.734421867219","35.2556838050824","街区公園（東部）"
"鴨居３丁目第２公園","","神奈川県横須賀市鴨居３丁目７７７番地","","","","トイレなし 面積：642㎡ 昭和51年2月5日開設","","","","","139.734900862403","35.2521971531409","街区公園（東部）"
"鴨居３丁目第３公園","","神奈川県横須賀市鴨居３丁目１３５９番地","","","","トイレなし 面積：663㎡ 平成3年4月1日開設","","","","","139.731648059342","35.2555648234954","街区公園（東部）"
"立野公園","","神奈川県横須賀市二葉１丁目２１９６番地","","","","トイレあり 面積：2,948㎡ 昭和62年7月24日開設","","","","","139.722938625722","35.2508533903881","街区公園（東部）"
"光風台公園（旧西浦賀）","","神奈川県横須賀市光風台２０番地","","","","トイレなし 面積：991㎡ 昭和46年6月30日開設","","","","","139.709157577945","35.2394807018848","街区公園（東部）"
"光風台第２公園(旧西浦賀第２)","","神奈川県横須賀市光風台２０番地","","","","トイレなし 面積：1,250㎡ 昭和46年6月30日開設","","","","","139.712095351208","35.2405116152283","街区公園（東部）"
"光風台第３公園（旧西浦賀第３）","","神奈川県横須賀市光風台２０番地","","","","トイレなし 面積：2,094㎡ 昭和46年6月30日開設","","","","","139.71103942703","35.2377689154111","街区公園（東部）"
"西浦賀海岸公園","","神奈川県横須賀市西浦賀４丁目８番地","","","","だれでもトイレあり 面積：1,563㎡ 昭和57年6月30日開設","","","","","139.721650579761","35.2376371001304","街区公園（東部）"
"東浦賀公園","","神奈川県横須賀市東浦賀２丁目７０番４","","","","トイレなし 面積：1,052㎡ 昭和43年4月1日開設","","","","","139.725273388089","35.2416545832524","街区公園（東部）"
"東浦賀２丁目公園","","神奈川県横須賀市東浦賀２丁目７０番１０","","","","トイレなし 面積：1,533㎡ 昭和52年4月1日開設","","","","","139.724034480974","35.24311937528","街区公園（東部）"
"二葉１丁目公園","","神奈川県横須賀市二葉１丁目２１９６番地","","","","トイレなし 面積：350㎡ 昭和52年4月1日開設","","","","","139.72029982181","35.2537800656021","街区公園（東部）"
"二葉２丁目公園","","神奈川県横須賀市二葉２丁目２９７７番地","","","","トイレなし 面積：329㎡ 平成1年4月1日開設","","","","","139.722914584572","35.2462519602209","街区公園（東部）"
"二葉２丁目第２公園","","神奈川県横須賀市二葉２丁目２９８４番地","","","","トイレなし 面積：393㎡ 昭和63年5月13日開設","","","","","139.724782461125","35.2462289652028","街区公園（東部）"
"みかん台公園","","神奈川県横須賀市鴨居１丁目２５４７番地","","","","トイレあり 面積：1,780㎡ 昭和46年11月3日開設","","","","","139.728535274191","35.251077325106","街区公園（東部）"
"みかん台第２公園","","神奈川県横須賀市鴨居１丁目２５７８番地","","","","トイレなし 面積：621㎡ 昭和46年4月1日開設","","","","","139.727172354848","35.2505953971513","街区公園（東部）"
"南浦賀公園","","神奈川県横須賀市南浦賀４番地","","","","トイレなし 面積：690㎡ 昭和51年2月5日開設","","","","","139.715062110775","35.2385468837529","街区公園（東部）"
"南浦賀第２公園","","神奈川県横須賀市南浦賀１５番地","","","","トイレなし 面積：611㎡ 昭和51年2月5日開設","","","","","139.714509145567","35.2366990977157","街区公園（東部）"
"早稲田公園","","神奈川県横須賀市二葉２丁目２２７７番地","","","","トイレあり 面積：1,174㎡ 平成4年4月1日開設","","","","","139.720853754566","35.24958655583","街区公園（東部）"
"東浦賀１丁目公園","","神奈川県横須賀市東浦賀１丁目４９番１０","","","","トイレなし 面積：637㎡ 平成6年4月26日開設","","","","","139.720070780651","35.245726022061","街区公園（東部）"
"浦賀５丁目第５公園","","神奈川県横須賀市浦賀５丁目８７番地","","","","トイレなし 面積：3,968㎡ 平成7年1月11日開設","","","","","139.70910159214","35.2468928923481","街区公園（東部）"
"小原台第４公園","","神奈川県横須賀市小原台１５８３番地","","","","トイレなし 面積：1,438㎡ 平成9年4月1日開設","","","","","139.728830218677","35.2571747074669","街区公園（東部）"
"浦賀３丁目第２公園","","神奈川県横須賀市浦賀３丁目３０番地","","","","トイレなし 面積：1,779㎡ 平成8年9月25日開設","","","","","139.710707488729","35.2509854411865","街区公園（東部）"
"小原台第５公園","","神奈川県横須賀市小原台１６７４番地","","","","トイレなし 面積：150㎡ 平成9年4月1日開設","","","","","139.728868225425","35.2566167533492","街区公園（東部）"
"吉井１丁目公園","","神奈川県横須賀市吉井１丁目１６１番地","","","","トイレなし 面積：2,484㎡ 平成10年10月9日開設","","","","","139.70342105018","35.2474638644623","街区公園（東部）"
"若風公園（旧舟倉第２）","","神奈川県横須賀市光風台１番地","","","","トイレなし 面積：3,335㎡ 昭和46年10月30日開設","","","","","139.708219652394","35.2382278455248","街区公園（東部）"
"吉井４丁目公園","","神奈川県横須賀市吉井４丁目８番地","","","","トイレなし 面積：1,998㎡ 平成11年2月4日開設","","","","","139.701655203212","35.2526393261684","街区公園（東部）"
"浦上台トンネルの上公園","","神奈川県横須賀市浦上台３丁目５２番地","","","","トイレなし 面積：1,293㎡ 平成10年4月19日開設","","","","","139.713864272714","35.2555089482915","街区公園（東部）"
"山手中央公園","","神奈川県横須賀市吉井２丁目５番地","","","","だれでもトイレあり 面積：10,212㎡ 平成10年12月13日開設","","","","","139.697870495428","35.2474419005623","街区公園（東部）"
"吉井２丁目公園","","神奈川県横須賀市吉井２丁目６番地","","","","トイレなし 面積：13,203㎡ 平成11年6月30日開設","","","","","139.699494362551","35.2457570683183","街区公園（東部）"
"吉井４丁目第２公園","","神奈川県横須賀市吉井４丁目１８番地","","","","トイレなし 面積：8,686㎡ 平成11年6月30日開設","","","","","139.704033008798","35.2507345118411","街区公園（東部）"
"吉井３丁目公園","","神奈川県横須賀市吉井３丁目１６番地","","","","トイレなし 面積：797㎡ 平成11年12月27日開設","","","","","139.698694434897","35.2506575564707","街区公園（東部）"
"吉井２丁目第２公園","","神奈川県横須賀市吉井２丁目７番地","","","","トイレなし 面積：7,436㎡ 平成11年12月27日開設","","","","","139.700323299623","35.2477878485732","街区公園（東部）"
"吉井２丁目第３公園","","神奈川県横須賀市吉井２丁目１４番地","","","","トイレなし 面積：998㎡ 平成13年10月5日開設","","","","","139.702091160287","35.2490617025342","街区公園（東部）"
"浦賀ひまわり公園（旧西浦賀３丁目）","","神奈川県横須賀市浦賀丘１丁目１０４番２７","","","","トイレなし 面積：953㎡ 平成15年7月11日開設","","","","","139.708619622525","35.2411025272052","街区公園（東部）"
"岩戸３丁目公園","","神奈川県横須賀市岩戸３丁目３６４番地","","","","トイレあり 面積：13,054㎡ 昭和51年2月28日開設","","","","","139.674543669182","35.2284122503428","街区公園（東部）"
"岩戸４丁目公園","","神奈川県横須賀市岩戸４丁目５８番地","","","","トイレなし 面積：6,163㎡ 昭和50年3月20日開設","","","","","139.670276051496","35.2293911967107","街区公園（東部）"
"岩戸４丁目第２公園","","神奈川県横須賀市岩戸４丁目７３番地","","","","トイレなし 面積：697㎡ 昭和51年12月23日開設","","","","","139.670464978967","35.2324458804064","街区公園（東部）"
"岩戸５丁目公園","","神奈川県横須賀市岩戸５丁目１０番地","","","","トイレなし 面積：4,340㎡ 昭和53年3月29日開設","","","","","139.664953504291","35.2319369895087","街区公園（東部）"
"久比里公園","","神奈川県横須賀市久比里２丁目３９２番地","","","","トイレなし 面積：258㎡ 昭和43年9月1日開設","","","","","139.707804696449","35.2348462160934","街区公園（東部）"
"久里浜公園","","神奈川県横須賀市久里浜６丁目６４２番６","","","","トイレなし 面積：5,871㎡ 昭和42年7月20日開設","","","","","139.707150822795","35.2266231014461","街区公園（東部）"
"久里浜２丁目公園","","神奈川県横須賀市久里浜２丁目１８番地","","","","トイレなし 面積：336㎡ 平成2年4月1日開設","","","","","139.698037518658","35.2304327738994","街区公園（東部）"
"久里浜３丁目公園","","神奈川県横須賀市久里浜３丁目１８２番地","","","","トイレなし 面積：4,383㎡ 昭和50年4月1日開設","","","","","139.695721783592","35.2255503360468","街区公園（東部）"
"久里浜５丁目公園","","神奈川県横須賀市久里浜５丁目６２１番地","","","","トイレなし 面積：379㎡ 昭和58年10月31日開設","","","","","139.705144959402","35.2281439612374","街区公園（東部）"
"久里浜８丁目公園","","神奈川県横須賀市久里浜８丁目１１番地","","","","トイレなし 面積：1,322㎡ 昭和55年4月1日開設","","","","","139.712060557335","35.2206127643927","街区公園（東部）"
"久里浜台１丁目公園","","神奈川県横須賀市久里浜台１丁目１８番地","","","","トイレなし 面積：1,612㎡ 昭和51年4月1日開設","","","","","139.713970200447","35.2354202169167","街区公園（東部）"
"久里浜台２丁目公園","","神奈川県横須賀市久里浜台２丁目２５番地","","","","トイレなし 面積：1,131㎡ 昭和50年3月20日開設","","","","","139.716105033011","35.2351452779006","街区公園（東部）"
"久里浜台２丁目第２公園","","神奈川県横須賀市久里浜台２丁目３３番地","","","","トイレあり 面積：3,316㎡ 昭和51年12月5日開設","","","","","139.714922144994","35.2334464258991","街区公園（東部）"
"佐原公園","","神奈川県横須賀市佐原１丁目１２番地","","","","トイレなし 面積：1,595㎡ 昭和50年4月1日開設","","","","","139.679762009314","35.2406898892897","街区公園（東部）"
"佐原３丁目公園","","神奈川県横須賀市佐原３丁目４番地","","","","トイレあり 面積：2,027㎡ 昭和54年11月12日開設","","","","","139.684119612517","35.2406388304049","街区公園（東部）"
"佐原３丁目第２公園","","神奈川県横須賀市佐原３丁目１１７２番地","","","","トイレなし 面積：471㎡ 平成3年4月1日開設","","","","","139.681198885092","35.2392240245828","街区公園（東部）"
"佐原４丁目公園","","神奈川県横須賀市佐原４丁目２番地","","","","トイレなし 面積：669㎡ 昭和54年11月12日開設","","","","","139.684680565821","35.2403268557539","街区公園（東部）"
"佐原４丁目第２公園","","神奈川県横須賀市佐原４丁目７番地","","","","トイレなし 面積：1,005㎡ 昭和53年10月17日開設","","","","","139.687176361693","35.2397578819739","街区公園（東部）"
"佐原４丁目第３公園","","神奈川県横須賀市佐原４丁目２３５番地","","","","トイレなし 面積：1,669㎡ 昭和59年5月24日開設","","","","","139.690731070823","35.2379350329591","街区公園（東部）"
"佐原太郎崎公園","","神奈川県横須賀市佐原５丁目２８５番地","","","","トイレなし 面積：625㎡ 昭和55年4月1日開設","","","","","139.693668848485","35.234681352665","街区公園（東部）"
"神明第２公園","","神奈川県横須賀市神明町１８２１番地","","","","だれでもトイレあり 面積：7,874㎡ 昭和59年4月1日開設","","","","","139.710886679881","35.2185719609539","街区公園（東部）"
"長瀬公園","","神奈川県横須賀市長瀬２丁目１６２番地","","","","トイレあり 面積：3,081㎡ 昭和44年1月18日開設","","","","","139.71756497137","35.2305507317241","街区公園（東部）"
"長瀬第２公園","","神奈川県横須賀市長瀬１丁目１３番地","","","","トイレなし 面積：378㎡ 昭和46年4月1日開設","","","","","139.716202099071","35.228415925388","街区公園（東部）"
"長瀬第３公園","","神奈川県横須賀市長瀬１丁目９番地","","","","トイレなし 面積：1,144㎡ 昭和46年4月1日開設","","","","","139.71524917253","35.2282709353645","街区公園（東部）"
"長瀬第４公園","","神奈川県横須賀市長瀬１丁目３番地","","","","トイレなし 面積：601㎡ 昭和46年4月1日開設","","","","","139.714020267055","35.2281659417838","街区公園（東部）"
"ハイランド１丁目公園","","神奈川県横須賀市ハイランド１丁目１６８６番地","","","","トイレなし 面積：2,533㎡ 昭和51年4月1日開設","","","","","139.69314210445","35.2205989160968","街区公園（東部）"
"ハイランド１丁目第２公園","","神奈川県横須賀市ハイランド１丁目１５２６番地","","","","トイレなし 面積：3,950㎡ 昭和51年3月20日開設","","","","","139.690781282179","35.2225017290704","街区公園（東部）"
"ハイランド２丁目公園","","神奈川県横須賀市ハイランド２丁目８１６番地","","","","トイレなし 面積：801㎡ 昭和51年11月13日開設","","","","","139.68514783296","35.2200290681951","街区公園（東部）"
"ハイランド２丁目第２公園","","神奈川県横須賀市ハイランド２丁目１１３１番地","","","","トイレなし 面積：2,068㎡ 昭和52年12月5日開設","","","","","139.68678065573","35.2217118611504","街区公園（東部）"
"ハイランド３丁目公園","","神奈川県横須賀市ハイランド３丁目１４２７番地","","","","トイレなし 面積：946㎡ 昭和51年4月1日開設","","","","","139.687880479037","35.2260173660615","街区公園（東部）"
"ハイランド３丁目第２公園","","神奈川県横須賀市ハイランド３丁目１３３６番地","","","","トイレなし 面積：717㎡ 昭和51年2月5日開設","","","","","139.685050700286","35.2278481901147","街区公園（東部）"
"ハイランド４丁目公園","","神奈川県横須賀市ハイランド４丁目１４９２番地","","","","トイレあり 面積：8,429㎡ 昭和50年3月20日開設","","","","","139.692497117122","35.2231136420639","街区公園（東部）"
"ハイランド５丁目公園","","神奈川県横須賀市ハイランド５丁目１６１８番地","","","","トイレなし 面積：1,748㎡ 昭和51年4月1日開設","","","","","139.69353699509","35.2247074528485","街区公園（東部）"
"若宮台公園（旧舟倉）","","神奈川県横須賀市若宮台９０番地","","","","トイレなし 面積：926㎡ 昭和45年7月15日開設","","","","","139.704871920078","35.2367310330073","街区公園（東部）"
"若宮台第２公園（旧舟倉第３）","","神奈川県横須賀市若宮台２０１７番地","","","","トイレなし 面積：501㎡ 昭和52年5月31日開設","","","","","139.702614102293","35.2375019629993","街区公園（東部）"
"八幡公園","","神奈川県横須賀市久里浜４丁目７４番地","","","","トイレなし 面積：927㎡ 昭和39年4月1日開設","","","","","139.701969206577","35.2295228396195","街区公園（東部）"
"八幡第２公園","","神奈川県横須賀市久里浜３丁目９３番地","","","","トイレあり 面積：2,106㎡ 平成6年4月1日開設","","","","","139.6985085294","35.2265551956357","街区公園（東部）"
"久里浜５丁目第２公園","","神奈川県横須賀市久里浜５丁目１７９０番地","","","","トイレなし 面積：784㎡ 平成9年4月1日開設","","","","","139.706185858395","35.2302657230348","街区公園（東部）"
"久里浜６丁目公園","","神奈川県横須賀市久里浜６丁目１７２０番地","","","","トイレなし 面積：993㎡ 平成9年4月24日開設","","","","","139.706516884688","35.226054167197","街区公園（東部）"
