"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"西公園","","神奈川県横須賀市武3-33-1","046-857-6022","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000045.html","ツツジの名所として知られる武山の麓に位置する公園です。ナイター設備が整備された軟式野球場とテニスコートがあり、スポーツを愛好する市民に親しまれています。軟式野球場１面、庭球場４面※駐車台数に限りがあるため、土・日・祝日は駐車場が大変込み合います。極力乗り合いでご来場下さいますようお願い致します。","","","","","139.645975300328","35.2185104384352","体育施設"
"湘南国際村西公園","","神奈川県横須賀市湘南国際村1-2-5","046-858-0779","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000049.html","園内にある砂入り人工芝のテニスコートからは海が望め、利用者の人気を博しています。近くにはツツジの名所などもあります。庭球場５面○休園日：第一・第三木曜日（8:30～11:00まで使用休止）・国民の休日の場合は、翌日の8:30～11:00の間のみ整備のため使用休止・12月29日から1月3日は年末年始で休園","","","","","139.605578595889","35.253836217752","体育施設"
"「くりはま花の国」運動・スポーツ施設","","神奈川県横須賀市神明町1","046-833-8300","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000357.html","くりはま花の国に隣接し、初心者からベテランまでが利用できるアーチェリー場と防空壕跡を利用したエアライフル場があります。▼駐車場：くりはま花の国第２駐車場をご利用ください。▼アーチェリー場：70ｍ射程5レーン 利用時間：午前8時30分～午後9時（12月～2月は午後5時まで） 定休日：毎週月曜日と12月29日～1月3日 利用料金：１時間260円（高校生以下は160円）▼エアライフル場：10ｍ覆道式8射座 利用時間：午前8時30分～午後9時 定休日：毎週月曜日と12月29日～1月3日 利用料金：１時間260円（高校生以下は160円）〔銃刀法により銃所持者に限る〕","電話046-833-8300（アーチェリー場）","電話046-833-6990（エアライフル場）","","","139.704560120601","35.2217896395796","体育施設"
"くりはま花の国プール","","神奈川県横須賀市神明町1821-12","046-835-7754","","http://www.city.yokosuka.kanagawa.jp/2130/sisetu/fc00000452.html","温水プール　一般用(25ｍ、７コース)、児童用(96㎡)、幼児用(直径7.5ｍ)、事務室(1室)、障害者温水訓練室(1室)、トレーニング室(2室)、集会室(1室)、園芸研修室(1室)、会議室(1室)、懇談室(2室)、読書室(1室)、レストラン（30席）　≪駐車場≫あり（無料）またはくりはま花の国第２駐車場（有料）","","","","","139.710199729598","35.2184799508114","体育施設"
"馬堀海岸公園水泳プール","","神奈川県横須賀市馬堀海岸2-39-1","046-843-2981","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000365.html","▼料金３時間まで、大人（高校生以上）４６０円。小人（小・中学生）１９０円。３時間以上の超過料金は、３０分までごとに、大人８０円、小人３０円。▼営業日７月１日から９月１０日まで▼パーキング無料▼施設の概要大プール（Ｌ字形）　長さ５０ｍ、幅２５ｍ小プール（円形）直径２０ｍご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.707059770413","35.2628852883615","体育施設"
"湘南鷹取５丁目第２公園水泳プール","","神奈川県横須賀市湘南鷹取5-20-1 湘南鷹取５丁目第２公園内","046-865-8875","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000369.html","25メートルプール（７コース）１面・幼児用プール１面定員450名ご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.61649888679","35.3125019045135","体育施設"
"根岸公園水泳プール","","神奈川県横須賀市根岸3-17-1","046-833-0142","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000367.html","25メートルプール（７コース）１面幼児用プール１面定員450名ご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.682681738104","35.2532465073404","体育施設"
"浦賀７丁目公園水泳プール","","神奈川県横須賀市浦賀7-2-1 浦賀７丁目公園内","046-841-2602","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000372.html","25メートルプール（７コース）１面幼児用プール１面定員450名ご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.715319123045","35.2444371706326","体育施設"
"久里浜公園水泳プール","","神奈川県横須賀市久里浜6-11-10 久里浜公園内","046-833-0144","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000346.html","25メートルプール（７コース）１面幼児用プール１面定員450名ご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.706929838955","35.2267290926049","体育施設"
"富浦公園水泳プール","","神奈川県横須賀市長井1-29-10 富浦公園内","046-856-9841","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000354.html","25メートルプール（10コース）１面幼児用プール１面・定員500名）ご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.625466898005","35.2083213523911","体育施設"
"長沢村岡公園水泳プール","","神奈川県横須賀市長沢1-57-1 長沢村岡公園内","046-848-0199","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000574.html","・25mプール（７コース）１面・幼児用プール１面・定員400名ご利用の詳しいご案内は指定管理者ホームページをご覧ください。","","","","","139.673033207882","35.2084614288489","体育施設"
"横須賀スタジアム","","神奈川県横須賀市夏島町2","046-865-3307","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000437.html","横浜ＤｅＮＡベイスターズ（ファーム）のフランチャイズ球場として、平成９年４月にオープン。年間30試合前後のイースタンリーグ公式戦が開催されます。市内で唯一の硬式野球場です。整備日：必要に応じて（横須賀市公共施設予約システムで確認して下さい。）休園日：12月29日～1月3日","","","","","139.634916957251","35.3184217412981","体育施設"
"根岸公園（交通公園）","","神奈川県横須賀市根岸町3-17-1","046-836-1560","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000439.html","施設情報については下記ＵＲＬからご確認ください。","","","","","139.682631741466","35.2524065978626","体育施設"
"総合体育会館サブアリーナ温水プール","","神奈川県横須賀市不入斗町1-2","046-828-5840","","http://www.city.yokosuka.kanagawa.jp/2130/sisetu/fc00000384.html","温水プール　一般用(25ｍ、７コース)、幼児用　80㎡　《駐車場》あり（有料・不入斗公園と共用）※館内のレストランもご利用ください。レストラン「オールシーズン」　80席","","","","","139.663953412369","35.2668452708456","体育施設"
"北体育会館温水プール","","神奈川県横須賀市夏島町2","046-865-9333","","http://www.city.yokosuka.kanagawa.jp/2130/sisetu/fc00000390.html","温水プール　一般用(25ｍ、７コース)、幼児用　58㎡　≪駐車場≫あり（有料・追浜公園と共用）","","","","","139.63565687952","35.3174117944163","体育施設"
"健康増進センター（すこやかん）","","神奈川県横須賀市西逸見町1-38-11ウェルシティ市民プラザ６階","046-822-4411","","http://www.city.yokosuka.kanagawa.jp/3130/sisetu/fc00000724.html","改修工事のため閉館していた健康増進センター（愛称「すこやかん」）が、令和4年4月に再開予定です。好評のプールでのウオーキング、アクアビクスをはじめ、スタジオでのグループエクササイズや少人数用のプログラムは引き続き行い、より運動効果を追求したい方に向けた新たなトレーニング方法を導入する予定です。","※再開日や料金設定について、詳細が決まり次第、横須賀市ホームページでお知らせします。","","","","139.652174568444","35.2843337368946","体育施設"
"佐島の丘温水プール","","神奈川県横須賀市佐島の丘1-1-1","046-855-0911","","http://www.city.yokosuka.kanagawa.jp/2130/sisetu/fc00000453.html","温水プール　一般用（25ｍ、６コース）　幼児用（長径４ｍ×短径３ｍ）　事務室（１室）　≪駐車場≫あり（有料）","","","","","139.615106874203","35.229398087227","体育施設"
"佐原２丁目公園","","神奈川県横須賀市佐原2-2-10","046-833-5505","046-833-7773","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/saharasoccer.html","サッカー場：横須賀リーフスタジアム１面、人口芝グラウンド、ナイター照明、アップスペース完備　他施設：芝生広場・遊具広場・スポーツ広場・駐車場・トイレ野球場：硬式野球場１面、だれでもトイレ、駐車場","","","","","139.68451457434","35.2422766494555","体育施設"
"夏島グラウンド","","神奈川県横須賀市浦郷町５丁目2931番66","","","","軟式野球場１面（ソフトボール２面）","","","","","139.645378797166","35.3137651424605","体育施設"
