"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"神明公園","","神奈川県横須賀市神明町1-8","046-822-8333","046-821-1523","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000982.html","施設情報については下記ＵＲＬからご確認ください。","","","","","139.702680202325","35.2258192319525","公園（観光施設）"
"坂本公園","","神奈川県横須賀市坂本町1-19","046-822-8333","046-821-1523","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000983.html","施設情報については下記ＵＲＬからご確認ください。","","","","","139.656754080015","35.272294750326","公園（観光施設）"
"南郷公園","","神奈川県横須賀市船越町4-6","046-822-8333","046-821-1523","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc00000981.html","施設情報については下記ＵＲＬからご確認ください。","","","","","139.624187992967","35.301582673037","公園（観光施設）"
"長井海の手公園（ソレイユの丘）","","神奈川県横須賀市長井4-3491-3","046-857-2500","046-855-0850","http://www.yokosuka-soleil.jp/","施設情報については下記ＵＲＬからご確認ください。","","","","","139.612907965586","35.1955726519651","公園（観光施設）"
"燈明堂","","神奈川県横須賀市西浦賀町","046-822-8301","","https://www.city.yokosuka.kanagawa.jp/8120/sisetu/fc00000754.html","灯台の先祖というべき施設で、慶安元年(1684)に建てられ、明治の初めごろまでの約220年間にわたり灯火をともし続けた。当時の構造は、高さ６尺、二間四方の石垣の上に二階建燈明堂を建て、菜種油を灯火の原料としていた。維持費は、浦賀商人の負担であった。現在は、石垣（市指定史跡）の上に当時の姿が復元されている。","","","","","139.728988173961","35.2327387746793","公園（観光施設）"
"夏島都市緑地","","神奈川県横須賀市夏島町2-26","046-822-9561","","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/fc100000826.html","施設情報については下記ＵＲＬからご確認ください。","","","","","139.64719568859","35.313821816428","公園（観光施設）"
"津久井浜観光農園","","神奈川県横須賀市津久井浜5-15-20","046-849-4506","046-849-4506","https://ja-yokosukahayama.or.jp/tourism/","施設情報については上記URLからご確認ください。","","","","","139.659500237635","35.2090783700635","公園（観光施設）"
"久里浜１丁目公園","","神奈川県横須賀市久里浜1-381-４","046-822-8333","046-821-1523","http://www.city.yokosuka.kanagawa.jp/5560/sisetu/kurihamaminna.html","施設情報については下記ＵＲＬからご確認ください。","","","","","139.698265459675","35.2354352215096","公園（観光施設）"
"旗山崎公園","","神奈川県横須賀市走水2-698","","","","トイレあり 面積：14,693㎡ 平成7年3月20日開設","","","","","139.731049917727","35.2650751183769","公園（観光施設）"
"横須賀観光案内所","","神奈川県横須賀市若松町2-25（京急横須賀中央駅東口改札前）","046-822-8301","","https://www.cocoyoko.net/access/information.html","施設情報については上記URLからご確認ください。","","","","","139.670935084821","35.2791240164101","公園（観光施設）"
"横須賀海軍カレー本舗","","神奈川県横須賀市若松町1-11-8","046-829-1229","","http://yokosuka-curry.com/","施設情報については上記URLからご確認ください。","","","","","139.671972706271","35.2793337275008","公園（観光施設）"
"走水水源地公園","","神奈川県走水１丁目88番１","","","","面積23,710㎡、令和３年４月１日開設","","","","","139.721231671738","35.2627716513663","公園（観光施設）"
