"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"ＹＲＰ野比駅第２自転車等駐車場","","神奈川県横須賀市長沢3－1842先","046-847-1389","046-847-1389","","収容台数：自転車 116台、バイク 235台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","管理事務所（YRP野比駅第1自転車等駐車場内）","料金：1ヶ月又は3ヶ月単位の定期使用。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.684342078427","35.2118910061267","駐輪場"
"横須賀中央駅第１自転車等駐車場","","神奈川県横須賀市若松町2-6","046-821-0320","046-821-0320","","収容台数：自転車 175台、バイク 215台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","","料金：自転車150円バイク210円1ヶ月又は3ヶ月単位の定期使用あり。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.670622823433","35.2787137972752","駐輪場"
"横須賀中央駅第２自転車等駐車場","","神奈川県横須賀市若松町2-33","046-821-0320","046-821-0320","","収容台数：自転車 80台、バイク 100台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","管理事務所（横須賀中央駅第1自転車等駐車場内）","料金：1ヶ月又は3ヶ月単位の定期使用。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.67049284175","35.277403935843","駐輪場"
"堀ノ内駅自転車等駐車場","","神奈川県横須賀市三春町3-23","046-824-0657","046-824-0657","","収容台数：自転車 191台、バイク 249台（125cc以下）","営業時間0:00～24:00","","料金：自転車120円バイク160円1ヶ月又は3ヶ月単位の定期使用あり。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.687911344685","35.2631753861723","駐輪場"
"京急大津駅自転車等駐車場","","神奈川県横須賀市大津町1-28","046-824-0657","046-824-0657","","収容台数：自転車 45台、バイク 7台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","管理事務所（堀ノ内駅自転車等駐車場内）","料金：1ヶ月又は3ヶ月単位の定期使用。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.696430618245","35.2608955483209","駐輪場"
"新大津駅自転車等駐車場","","神奈川県横須賀市大津町4-59","046-824-0657","046-824-0657","","収容台数：自転車 30台、バイク 37台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","管理事務所（堀ノ内駅自転車等駐車場内）","料金：1ヶ月又は3ヶ月単位の定期使用。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.689861161523","35.256746033833","駐輪場"
"逸見駅自転車等駐車場","","神奈川県横須賀市東逸見町2-20","046-822-9679","046-822-9679","","収容台数：自転車 100台、バイク 107台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","管理事務所（横須賀駅第1自転車等駐車場内）","料金：1ヶ月又は3ヶ月単位の定期使用。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.652184552882","35.2803440444867","駐輪場"
"夏島町自転車等保管所","","神奈川県横須賀市夏島町2","046-866-6282","046-866-6282","","＜開所時間＞月曜日～土曜日11:00～19:00　日曜日・祝祭日・振替休日及び12月29日～1月３日は閉所。","＜持参するもの＞自転車等の鍵・印鑑・身分を証明できるもの（免許証・学生証等）","＜移動・保管料＞自転車 1,500円バイク 3,000円","＜保管期間＞２か月（これを過ぎたものは市で処分します。）","","139.641006343535","35.3162417642188","駐輪場"
"三春町自転車等保管所","","神奈川県横須賀市三春町2-1","046-822-9689","046-822-9689","","＜開所時間＞月曜日～土曜日11:00～19:00　日曜日・祝祭日・振替休日及び12月29日～1月３日は閉所。","＜持参するもの＞自転車等の鍵・印鑑・身分を証明できるもの（免許証・学生証等）","＜移動・保管料＞自転車 1,500円バイク 3,000円","＜保管期間＞２か月（これを過ぎたものは市で処分します。）","","139.685921521256","35.2677449374375","駐輪場"
"公郷町自転車等保管所","","神奈川県横須賀市公郷町4-4","046-854-0435","046-854-0435","","＜開所時間＞月曜日～土曜日11:00～19:00　日曜日・祝祭日・振替休日及び12月29日～1月３日は閉所。","＜持参するもの＞自転車等の鍵・印鑑・身分を証明できるもの（免許証・学生証等）","＜移動・保管料＞自転車 1,500円バイク 3,000円","＜保管期間＞２か月（これを過ぎたものは市で処分します。）","","139.675662355122","35.2571461935972","駐輪場"
"県立大学駅自転車等駐車場","","神奈川県横須賀市安浦町2-27","046-821-0320","046-821-0320","","収容台数：自転車158台、バイク86台（125cc以下）","営業時間6:00～20:00（24Ｈ出入可）","管理事務所（横須賀中央駅第1自転車等駐車場）","料金：自転車120円、バイク160円、1か月又は3か月単位の定期使用。日曜日・祝日・振替休日及び12月29日～1月３日は無料。","","139.67688234981","35.2704147278453","駐輪場"
