"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"浦上台地域作業所","","神奈川県横須賀市浦上台2-31-15","046-841-7638","","","","","","","","139.713810609557","35.2535581264398","福祉施設"
"下町作業所","","神奈川県横須賀市日の出町1-8-7 ﾌﾟﾗｰｽﾞ日の出町101","046-827-3360","","","","","","","","139.674539198834","35.2803359858927","福祉施設"
"第二はまゆう","","神奈川県横須賀市舟倉1-32-1　コーエイマンション久里浜101","046-833-9567","","","","","","","","139.702360135782","35.2347482666222","福祉施設"
"すずらん","","神奈川県横須賀市公郷町4-11-6","046-851-5164","","","","","","","","139.676479786198","35.2559431539864","福祉施設"
"病児・病後児保育センター","","神奈川県横須賀市上町2-36　横須賀市立うわまち病院内","046-822-9981","046-822-9981","http://www.city.yokosuka.kanagawa.jp/2645/sisetu/fc00000752.html","【事業内容】生後３か月から小学校６年生までの子で、①入院は不要だが、病気・病気回復期にあり、通園/通学が困難なお子さん、②保護者の都合により一時的に保育できない病気・病気回復期のお子さん・看護師と保育士が医師と連携しながら、静かな環境の中で安全にお預かりします。【利用時間】月曜から金曜日　　７：３０～１８：３０土曜日７：３０～１４：３０（日曜・祝日・年末年始(12月29日～１月３日)はお休みです）","","","","","139.667343176228","35.2706747928566","福祉施設"
"どすこい横須賀","","神奈川県横須賀市林4-4-6","046-855-6323","","","","","","","","139.636555997016","35.2153007194838","福祉施設"
"風","","神奈川県横須賀市林2-16-15","046-857-7006","","","","","","","","139.633391214795","35.2156533732679","福祉施設"
"池上老人福祉センター","","神奈川県横須賀市池上4-6-1","046-853-1051","046-853-1051","http://www.city.yokosuka.kanagawa.jp/2620/sisetu/fc00000050.html","60歳以上の高齢者の方が健康で明るく楽しく一日の生活をゆっくりと過ごしていただくための施設で、各種生きがい講座を実施しています。","","","","","139.645235095289","35.2632356897476","福祉施設"
"ウィニング・ウィンド","","神奈川県横須賀市汐入町2-1","046-827-1489","","","","","","","","139.660253811041","35.2819538211323","福祉施設"
"北下浦地域包括支援センター","","神奈川県横須賀市野比5-5-6横須賀老人ホーム内","046-839-2606","046-839-2607","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）野比・粟田・光の丘・長沢・グリーンハイツ・津久井","","","","","139.706870104113","35.2120506643347","福祉施設"
"追浜地域包括支援センター","","神奈川県横須賀市追浜本町1-28-5サンビーチ追浜４Ｆ","046-865-5450","046-865-5690","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）鷹取・追浜本町・夏島町・浦郷町・追浜東町・浜見台・追浜町・追浜南町・湘南鷹取","","","","","139.625746959482","35.3165361659905","福祉施設"
"田浦・逸見地域包括支援センター","","神奈川県横須賀市田浦町2-80-1横須賀基督教社会館内","046-861-9793","046-861-9784","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）船越町・港が丘・田浦港町・田浦町・田浦大作町・田浦泉町・長浦町・安針台・吉倉町・西逸見町・山中町・東逸見町・逸見が丘","","","","","139.633766575952","35.2920332835624","福祉施設"
"本庁第一地域包括支援センター","","神奈川県横須賀市緑が丘26－１聖ヨゼフ病院内","046-828-3830","046-825-4430","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）坂本町・汐入町・本町・稲岡町・泊町・小川町・大滝町・緑が丘・若松町・上町・不入斗町・鶴が丘・平和台・汐見台","","","","","139.666157894283","35.2806015266051","福祉施設"
"本庁第二地域包括支援センター","","神奈川県横須賀市三春町2-12三春コミュニティセンター内","046-824-3253","046-824-3263","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）日の出町・米が浜通・平成町・安浦町・三春町・富士見町・田戸台・深田台・望洋台・佐野町","","","","","139.685621545252","35.2668550295958","福祉施設"
"衣笠第一地域包括支援センター","","神奈川県横須賀市衣笠栄町4-14共楽荘　内","046-851-1963","046-850-5400","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）衣笠栄町・金谷・池上・阿部倉・平作・小矢部２丁目・小矢部４丁目","","","","","139.655864093117","35.2636756773309","福祉施設"
"衣笠第二地域包括支援センター","","神奈川県横須賀市大矢部1-9-30横須賀グリーンヒル　内","046-838-4774","046-833-6248","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）公郷町・小矢部1丁目・小矢部3丁目・衣笠町・大矢部・森崎","","","","","139.668603007123","35.2422278865196","福祉施設"
"大津地域包括支援センター","","神奈川県横須賀市走水1-35シャローム　内","046-842-1082","046-842-1083","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）根岸町・大津町・馬堀海岸・走水・馬堀町・桜が丘・池田町","","","","","139.727788204747","35.2630652322904","福祉施設"
"浦賀地域包括支援センター","","神奈川県横須賀市浦賀2-3-20　太陽の家浦賀内","046-846-5160","046-846-5230","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）吉井・浦賀・浦上台・二葉・小原台・鴨居・東浦賀・浦賀丘・西浦賀・光風台・南浦賀","","","","","139.708239273795","35.2538249388669","福祉施設"
"久里浜地域包括支援センター","","神奈川県横須賀市長瀬3-6-2衣笠病院長瀬ケアセンター　内","046-843-3112","046-843-3152","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）久里浜台・長瀬・久比里・若宮台・舟倉・内川・内川新田・佐原・岩戸・久村・久里浜・神明町・ハイランド","","","","","139.723378581551","35.2282490428658","福祉施設"
"西第一地域包括支援センター","","神奈川県横須賀市太田和2-3-21横須賀椿園内","046-857-9939","046-857-9955","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）山科台・太田和・荻野・長坂・佐島・佐島の丘・芦名・秋谷・子安・湘南国際村","","","","","139.631966397328","35.2233998766797","福祉施設"
"西第二地域包括支援センター","","神奈川県横須賀市武3-39-1 横須賀愛光園　内","046-857-6604","046-857-8768","","高齢者が住み慣れた地域で生活を継続できるよう支援を行う地域の拠点として設置されています。
（担当区域）長井・御幸浜・林・須軽谷・武","","","","","139.648295124833","35.2206602315996","福祉施設"
"こどもひろば風／風キッズ","","神奈川県横須賀市馬堀町2-17-33","046-835-1362","","http://www.city.yokosuka.kanagawa.jp/2615/sisetu/fc100000945.html","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","139.703370066797","35.2576258201","福祉施設"
"アトリエ夢喰虫","","神奈川県横須賀市汐入町2-40-1 青柳ビル２階","046-826-3719","","","","","","","","139.662048627269","35.2799259360516","福祉施設"
"マイフレンド・こころん","","神奈川県横須賀市池上4-5-13","046-803-5560","","","","","","","","139.646631961084","35.2634496870587","福祉施設"
"あんしん農園","","神奈川県横須賀市林1-18-10","046-876-7106","","","","","","","","139.640366740729","35.2214621313302","福祉施設"
"みなみ地域活動支援センター","","神奈川県横須賀市池田町5-8-11タカハシビル1階","046-833-9855","","","","","","","","139.690771063244","35.2447952812346","福祉施設"
"横須賀グリーンヒルケアハウス","","神奈川県横須賀市大矢部1-9-31","046-837-1220","046-837-1218","https://www.city.yokosuka.kanagawa.jp/2620/sisetu/yokosukagurinhiru.html","","","","","","139.669529920485","35.2425538399238","福祉施設"
"横須賀養護老人ホーム（盲養護老人ホーム）","","神奈川県横須賀市野比5-5-6","046-848-1761","046-848-6866","","","","","","","139.706968096378","35.2120196659053","福祉施設"
"養護老人ホーム共楽荘","","神奈川県横須賀市衣笠栄町4-14","046-851-1904","046-851-1294","","","","","","","139.656234058118","35.2636526802862","福祉施設"
"しらかば子どもの家(児童養護施設)","","神奈川県横須賀市長瀬3-3-1","046-874-5901","","http://www.city.yokosuka.kanagawa.jp/3910/sisetu/fc00001401.html","","","","","","139.723458548868","35.2302178595341","福祉施設"
"しらかばベビーホーム(乳児院)","","神奈川県横須賀市長瀬3-3-1","046-874-5900","","http://www.city.yokosuka.kanagawa.jp/3910/sisetu/fc00001402.html","","","","","","139.723419551687","35.2301888607706","福祉施設"
"きっずかしこ（児童発達支援／放課後等デイサービス）","","神奈川県横須賀市長沢1-3-15","046-884-8224","","","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","139.675739037271","35.2019012007833","福祉施設"
"ピュア児童ディサービス（児童発達支援／放課後等デイサービス）","","神奈川県横須賀市小川町13-3湘南松田ビル3・4階","046-820-2885","","","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","139.67121680285","35.2822445493028","福祉施設"
"プレップ学習サポートセンター　平成町（放課後等デイサービス）","","神奈川県横須賀市安浦町2-11 湘南信用金庫2階","046-827-3133","","","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","139.676900332066","35.2724065060945","福祉施設"
"放課後児童デイきゃろっと（放課後等デイサービス）","","神奈川県横須賀市公郷町4-7-6","046-803-5561","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.673918482321","35.2546345050838","福祉施設"
"かもSUNランド（放課後等デイサービス）","","神奈川県横須賀市長沢4-16-12","046-839-3622","","http://www.city.yokosuka.kanagawa.jp/2615/sisetu/fc0001408.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.679101641087","35.2085864059027","福祉施設"
"希望のひかり（放課後等デイサービス）","","神奈川県横須賀市武1-2074-2","046-857-1367","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.659016051955","35.2325239884062","福祉施設"
"放課後等デイサービス・きりんグループ（放課後等デイサービス）","","神奈川県横須賀市田浦町2-80-1","046-861-9773","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.633727583916","35.2921722746861","福祉施設"
"風キッズ コッコロ（放課後等デイサービス）","","神奈川県横須賀市馬堀町3-1-30","046-835-1362","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.706179842549","35.259792587833","福祉施設"
"放課後児童デイしぇる（放課後等デイサービス）","","神奈川県横須賀市佐島2-3-21","046-874-7209","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.613074017527","35.224230650145","福祉施設"
"放課後等デイサービス あっぷっぷ（放課後等デイサービス）","","神奈川県横須賀市久里浜4-19-3 加藤ビル1F","046-884-9030","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.701990212018","35.2285699434008","福祉施設"
"Joy（児童発達支援／放課後等デイサービス）","","神奈川県横須賀市池田町2-11-13","046-834-2420","","","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。 【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.693556414277","35.2471152876091","福祉施設"
"プレップ　サポートセンター浦賀（放課後等デイサービス）","","神奈川県横須賀市東浦賀1-1-1　渡辺ワンズビル4F","046-841-8551","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.715244162768","35.2505064712839","福祉施設"
"プレップ　サポートセンター久里浜（放課後等デイサービス）","","神奈川県横須賀市ハイランド４－５－５　平塚ビル2階","046-874-7787","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進などの支援を行います。","","","","","139.68951137335","35.2237716004512","福祉施設"
"ライフゆう（医療型障害児入所施設）","","神奈川県横須賀市湘南国際村1-4-6","046-856-6833","","","【医療型障害児入所施設】定員：32人　障害児を入所させて、保護、日常生活の指導、独立生活に必要な知識技能の付与及び治療を行います。　※入所については、市の担当課までお問い合わせください。","","","","","139.607723395246","35.2543521795499","福祉施設"
"三浦しらとり園（福祉型障害児入所施設）","","神奈川県横須賀市長沢4-13-1","046-848-5255","","","【福祉型障害児入所施設】定員：36人　障害児を入所させて、保護、日常生活の指導及び独立生活に必要な知識技能の付与を行います。　※入所については、市の担当課までお問い合わせください。","","","","","139.677463760295","35.2111891007437","福祉施設"
"みうらんど（放課後等デイサービス）","","神奈川県横須賀市長坂3-18-3","046-807-0464","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.626070893519","35.2264765021944","福祉施設"
"ライフゆう学齢デイ（主として重症心身障害児を通わせる放課後等デイサービス）","","神奈川県横須賀市湘南国際村1-4-6","046-856-6833","","","【主として重症心身障害児を通わせる放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.607821386094","35.2543841768236","福祉施設"
"れいんぼー（放課後等デイサービス）","","神奈川県横須賀市ハイランド4-3-9","046-876-8664","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.690921245872","35.2238215797687","福祉施設"
"子育て支援　和美　横須賀中央教室（放課後等デイサービス）","","神奈川県横須賀市若松町1-8 泉ビル５階","046-826-0087","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.671620736232","35.2792377361238","福祉施設"
"ＷｉＳＨ（放課後等デイサービス）","","神奈川県横須賀市根岸町4-11-8　前原ビル102、103号室","046-854-5432","","http://www.city.yokosuka.kanagawa.jp/2615/sisetu/wish.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.678642096068","35.2561912519272","福祉施設"
"放課後等デイサービスふれんど（放課後等デイサービス）","","神奈川県横須賀市大矢部3-30-6","046-838-4436","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.674317529922","35.237859270178","福祉施設"
"ハッピーテラス衣笠教室（放課後等デイサービス）","","神奈川県横須賀市衣笠栄町3-2-2　エスケイビル3階","046-876-6657","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.658072844068","35.2594741685618","福祉施設"
"プレップ　サポートセンター県立大学（放課後等デイサービス）","","神奈川県横須賀市安浦町1-7-4　プラティス202","046-874-4344","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.677266980621","35.2733503271092","福祉施設"
"ハッピーテラス久里浜教室（放課後等デイサービス）","","神奈川県横須賀市久里浜5-15-10HSK2nd201号","046-834-0455","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.702597164717","35.2282839691842","福祉施設"
"キッズ原っぱ（児童発達支援/放課後等デイサービス）","","神奈川県横須賀市西浦賀1-17-5","046-897-3893","","","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","139.718951824773","35.2411446043318","福祉施設"
"第３MIMOの家（放課後等デイサービス）","","神奈川県横須賀市武3-5-35","046-807-6513","","","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.646034340064","35.2251278199538","福祉施設"
"こどもプラス横須賀教室（児童発達支援/放課後等デイサービス）","","神奈川県横須賀市根岸町4-9-15熔材ﾋﾞﾙ1階","046-874-7747","","","【児童発達支援】障害のある児童に、日常生活上の基本的な動作の指導、知識技能の付与、集団生活への適応訓練などの支援を行います。【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.67905905611","35.2554983218748","福祉施設"
"生活支援ハウスあずま","","神奈川県横須賀市追浜東町1-32","046-867-2014","","https://www.city.yokosuka.kanagawa.jp/2610/sisetu/seikatushienhouse.html","","","","","","139.630662192433","35.3080395379863","福祉施設"
"湘南国際アフタースクール野比（放課後等デイサービス）","","神奈川県横須賀市野比1-11-8","046-890-4531","","http://www.city.yokosuka.kanagawa.jp/shisei/shoukai/shisetsu/annai/shougaiji/index.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.685681680206","35.2126984515428","福祉施設"
"湘南国際アフタースクール久里浜（放課後等デイサービス）","","神奈川県横須賀市舟倉1-32-1-107","046-827-1941","","http://www.city.yokosuka.kanagawa.jp/shisei/shoukai/shisetsu/annai/shougaiji/index.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.702309653759","35.2347455155567","福祉施設"
"ハーティーパーチ池上（放課後等デイサービス）","","神奈川県横須賀市池上7-13-5 サンクレイドル湘南池上","046-887-0136","","http://www.city.yokosuka.kanagawa.jp/shisei/shoukai/shisetsu/annai/shougaiji/index.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.641569582109","35.2682037774804","福祉施設"
"SUN放課後等デイサービス（放課後等デイサービス）","","神奈川県横須賀市森崎1-3-12","046-835-9666","","http://www.city.yokosuka.kanagawa.jp/shisei/shoukai/shisetsu/annai/shougaiji/index.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.681002798663","35.2508855290058","福祉施設"
"愛らんどウェルシティ（子育て支援センター）","アイランドウェルシティ","神奈川県横須賀市西逸見町1-38-11ウェルシティ市民プラザ３階","046-821-1820","","","妊産婦さんやパパ、ママたちの出会いの場です。お友達作りや、子育て情報交換などにも是非ご利用下さい。","","","","","139.652435333278","35.2842364976518","福祉施設"
"愛らんど追浜（子育て支援センター）","アイランドオッパマ","神奈川県横須賀市追浜本町1-28-5サンビーチ追浜４Ｆ","046-865-5200","","","妊産婦さんやパパ、ママたちの出会いの場です。お友達作りや、子育て情報交換などにも是非ご利用下さい。","","","","","139.625760754046","35.3163592340254","福祉施設"
"愛らんど久里浜（子育て支援センター）","アイランドクリハマ","神奈川県横須賀市久里浜6-14-2久里浜行政センター２階","046-834-7370","","","妊産婦さんやパパ、ママたちの出会いの場です。お友達作りや、子育て情報交換などにも是非ご利用下さい。","","","","","139.706115401088","35.2265802133284","福祉施設"
