"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"坂本コミュニティセンター","","神奈川県横須賀市坂本町2-26","046-823-5993","","https://www.city.yokosuka.kanagawa.jp/2720/sisetu/fc00000421.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【各施設の利用時間】９～21時（利用は１時間単位）【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】15台","","","","","139.653194432766","35.2755144604995","コミュニティセンター等"
"本町コミュニティセンター","","神奈川県横須賀市本町2-1　（総合福祉会館6階）","046-821-1305","","https://www.city.yokosuka.kanagawa.jp/2720/sisetu/fc00000422.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【各施設の利用時間】９～21時（利用は１時間単位）【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】67台（総合福祉会館全体）","","","","","139.664733405869","35.2831036348267","コミュニティセンター等"
"安浦コミュニティセンター","","神奈川県横須賀市安浦町2-33","046-821-1261","","https://www.city.yokosuka.kanagawa.jp/2720/sisetu/fc00000419.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【各施設の利用時間】９～21時（利用は１時間単位）【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】７台","","","","","139.679422106983","35.2720245398591","コミュニティセンター等"
"三春コミュニティセンター","","神奈川県横須賀市三春町2-12","046-824-3066","","https://www.city.yokosuka.kanagawa.jp/2720/sisetu/fc00000420.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【各施設の利用時間】９～21時（利用は１時間単位）【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】16台","","","","","139.685621545494","35.2669950153221","コミュニティセンター等"
"池上コミュニティセンター","","神奈川県横須賀市池上4-6-1 （池上市民プラザ内）","046-853-8130","","https://www.city.yokosuka.kanagawa.jp/2748/sisetu/fc00000425.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】37台（池上市民プラザ全体）","","","","","139.645255092507","35.2631456990314","コミュニティセンター等"
"岩戸コミュニティセンター","","神奈川県横須賀市岩戸1-10-18","046-847-0134","","https://www.city.yokosuka.kanagawa.jp/2754/sisetu/fc00000426.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】８台","","","","","139.6779422872","35.231968836851","コミュニティセンター等"
"北下浦コミュニティセンター（北下浦市民プラザ内）","","神奈川県横須賀市長沢2-6-40","046-847-3904","","https://www.city.yokosuka.kanagawa.jp/2756/sisetu/fc00000423.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】30台（北下浦市民プラザ全体）","","","","","139.67917269808","35.2044019027247","コミュニティセンター等"
"追浜コミュニティセンター北館","","神奈川県横須賀市夏島町12","046-866-0518","","https://www.city.yokosuka.kanagawa.jp/2742/sisetu/fc00000095.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】8台","","","","","139.632277195555","35.3187517671762","コミュニティセンター等"
"浦賀コミュニティセンター分館（郷土資料館）","","神奈川県横須賀市浦賀7-2-1","046-842-4121","046-842-4121","https://www.city.yokosuka.kanagawa.jp/2752/sisetu/fc00000087.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】８台","","","","","139.715029143061","35.2441472050246","コミュニティセンター等"
"市民活動サポートセンター","","神奈川県横須賀市本町3-27　ベイスクエアよこすか一番館1階","046-828-3130","046-828-3132","https://www.city.yokosuka.kanagawa.jp/2710/sisetu/fc00000424.html","市民公益活動を支援する施設です。市民公益活動団体の活動に関する打ち合わせや資料作成、情報発信・情報収集、交流の場としてご利用ください。ＮＰＯに関する相談にも応じています。開館時間：9時～22時、休館日：年末・年始（12月29日から1月3日）","","","","","139.662693576084","35.2810338361261","コミュニティセンター等"
"長井コミュニティセンター","","神奈川県横須賀市長井5-16-5","046-856-3123","046-856-3123","https://www.city.yokosuka.kanagawa.jp/2758/sisetu/fc00000109.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】8時30分～21時【休館日】年末・年始（12月29日から1月3日） ※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】5台","","","","","139.611577970353","35.2042117983797","コミュニティセンター等"
"久里浜市民活動サポートセンター","","神奈川県横須賀市久里浜4-4-10（サービス工房役所屋久里浜店内）","046-837-3300","","https://www.city.yokosuka.kanagawa.jp/2710/sisetu/fc00000642.html","市民公益活動を支援する施設です。市民公益活動団体の活動に関する打ち合わせや資料作成の場としてご利用ください。開館時間：10時～19時30分、休館日：年末・年始（12月29日から1月３日）、ウィング久里浜休館日、機器点検日","","","","","139.702200172802","35.2315286189007","コミュニティセンター等"
"武山コミュニティセンター","","神奈川県横須賀市武3-5-1（武山市民プラザ内）","046-857-1600","046-857-1601","https://www.city.yokosuka.kanagawa.jp/2758/sisetu/fc00000427.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】13台","","","","","139.64750522164","35.2255697797249","コミュニティセンター等"
"追浜市民活動サポートセンター","","神奈川県横須賀市追浜本町1-28-5（サービス工房役所屋追浜店内）","046-865-4100","","","市民公益活動を支援する施設です。市民公益活動団体の活動に関する打ち合わせや資料作成の場としてご利用ください。開館時間：10時～19時30分、休館日：年末・年始（12月29日から1月３日）、サンビーチ追浜休館日、機器点検日","","","","","139.625467842272","35.3164919911923","コミュニティセンター等"
"鴨居コミュニティセンター","","神奈川県横須賀市鴨居3-11-12","046-841-1042","046-841-1042","https://www.city.yokosuka.kanagawa.jp/2752/sisetu/fc00000646.html","「話し合いの場」「ふれあいの場」として地域の人々や各種団体が身近に手軽に、そして多目的に利用できる地域コミュニティづくりの場です。 また、地域の人々の教養の向上、健康の増進、生活文化の振興、社会福祉の増進に寄与するため、各種教養講座、趣味講座、実用講座、イベントなどを開催しています。【開館時間】８時30分～21時【休館日】年末・年始（12月29日から１月３日）※清掃、メンテナンス等で一時使用できない場合もあります。【駐車場】30台","","","","","139.735227804445","35.2504564154322","コミュニティセンター等"
