"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"旧横須賀重砲兵連隊営門","","神奈川県横須賀市坂本町1丁目19番地","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004017.html","〈市民文化資産〉横須賀に残る数少ない明治建造物・旧横須賀重砲兵連隊の正門です。","","","","","139.658663905045","35.2730846596699","文化・教養・厚生施設"
"赤門","","神奈川県横須賀市安浦町1丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004018.html","〈市民文化資産〉門扉が江戸時代のものと推定される長屋門で、朱塗りであることから「赤門」と呼ばれています。","","","","","139.674952506784","35.2724645044133","文化・教養・厚生施設"
"公郷町の庚申塔群","","神奈川県横須賀市公郷町3丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004020.html","〈市民文化資産〉寛永16年(1639)の市内最古の庚申塔を含む８基の庚申塔群です。","","","","","139.668022979356","35.2562864185985","文化・教養・厚生施設"
"走水の山車","","神奈川県横須賀市走水2丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004021.html","〈市民文化資産〉山鉾形式、総欅づくり、高さ4.6ｍ、幅3.7ｍの全体に彫刻が施されている山車です。","","","","","139.733277813207","35.2611054019874","文化・教養・厚生施設"
"観音埼灯台/観音埼灯台點燈（てんとう）の碑","","神奈川県横須賀市鴨居4丁目　観音崎公園内","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004023.html","〈市民文化資産〉明治2年（1869）に初点灯した日本最初の洋式灯台で、現在の灯台は3代目です。","","","","","139.745286725619","35.2561462163058","文化・教養・厚生施設"
"東耀稲荷","","神奈川県横須賀市東浦賀2丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100050249.html","〈市民文化資産〉創建が天明２年(1782)で、欄間や格天井などに見事な彫刻が施された稲荷です。","","","","","139.721988629743","35.2445271754503","文化・教養・厚生施設"
"大衆帰本塚の碑","","神奈川県横須賀市浦賀3丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100050250.html","〈市民文化資産〉この周辺の地が開発される前の様子と、無縁仏を供養する思いなど中島三郎助の文章と筆跡が刻まれています。","","","","","139.714799179011","35.247656798565","文化・教養・厚生施設"
"浦賀町の獅子頭","","神奈川県横須賀市浦賀7丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004022.html","〈市民文化資産〉寛政２年（1790）につくられた雌雄一対の獅子頭です。","","","","","139.717858927894","35.2436172809295","文化・教養・厚生施設"
"西叶神社社殿彫刻","","神奈川県横須賀市西浦賀1丁目　西叶神社","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004025.html","〈市民文化資産〉天保13年（1842）に社殿が再建されたときに施された彫刻で、総数230を超えます。","","","","","139.717918910576","35.2419574917924","文化・教養・厚生施設"
"中島三郎助招魂碑","","神奈川県横須賀市西浦賀１丁目　愛宕山公園内","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004024.html","〈市民文化資産〉明治24年（1891）、中島三郎助を追慕する浦賀の有志によって建てられた碑です。","","","","","139.718588836953","35.2391978506693","文化・教養・厚生施設"
"浦賀港拓道碑","","神奈川県横須賀市久比里１丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004026.html","〈市民文化資産〉明治4年（1891）久比里坂が切り開かれ、翌5年完成を記念して建てられた碑です。","","","","","139.710279486121","35.2369379967417","文化・教養・厚生施設"
"中島三郎助筆による句碑","","神奈川県横須賀市岩戸1丁目4番9号　満願寺","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004027.html","〈市民文化資産〉慶応２年(1866)建立で、中島三郎助の揮毫により芭蕉の句を碑文にしています。","","","","","139.675862437085","35.2344086096188","文化・教養・厚生施設"
"若命家長屋門","","神奈川県横須賀市秋谷2丁目","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004031.html","〈市民文化資産〉江戸末期の建築と伝えられている長屋門です。","","","","","139.602848847847","35.237728079919","文化・教養・厚生施設"
"立石","","神奈川県横須賀市秋谷3丁目　立石公園内","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004032.html","〈市民文化資産〉秋谷海岸の海上、波打ち際近くに突き出ている高さ12ｍ、周囲30ｍの岩です。","","","","","139.597699290174","35.2403877294018","文化・教養・厚生施設"
"子産石","","神奈川県横須賀市秋谷","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004030.html","〈市民文化資産〉子産石は、生殖の神、安産の神が宿るとして崇拝されてきた石で、直径約１ｍの石を全体の象徴としています。","","","","","139.589939966741","35.2491166946231","文化・教養・厚生施設"
"妙真寺保存金并神金里共有金碑","","神奈川県横須賀市公郷町5-6 妙真寺","","","","〈市民文化資産〉妙真寺の維持管理、里民の祭りなどの運営のために創設された基金を記念して建てられた碑です。","","","","","139.677252214624","35.256356256312","文化・教養・厚生施設"
"砂村新左衛門墓","","神奈川県横須賀市久里浜2-19-15 正業寺","","","","〈市民文化資産〉内川新田を８年の歳月をかけて完成させた砂村新左衛門のお墓です。","","","","","139.697040594965","35.2309687234023","文化・教養・厚生施設"
"永島家の長屋門","","神奈川県横須賀市佐野町4","","","","〈市民文化資産〉江戸時代末期の建築と推定される長屋門で、「黒門」と呼ばれています。","","","","","139.66819304688","35.2642954981323","文化・教養・厚生施設"
"ヴェルクよこすか","","神奈川県横須賀市日の出町1-5","046-822-0202","046-824-4462","https://www.city.yokosuka.kanagawa.jp/4402/sisetu/fc00000084.html","勤労福祉会館（ヴェルクよこすか）は勤労者の文化の向上と福祉の増進のための施設として開設された施設です。有料の貸館施設として勤労者に限らず、会議、学習、趣味の市民活動での利用や、パーティーの開催・展示販売などにもご利用いただけます。","","","","","139.674228526136","35.2803936776663","文化・教養・厚生施設"
"よこすか近代遺産ミュージアム　ティボディエ邸","","神奈川県横須賀市汐入町1丁目1　ヴェルニー公園","","","http://www.city.yokosuka.kanagawa.jp/2120/g_info/l100004023.html","令和３年5月29日開館。横須賀製鉄所に纏わる歴史や歩みの紹介、シアターや実物展示のほか、ルートミュージアム中核拠点として観光ガイダンス機能を備えています。","","","","","139.65961252951","35.2830544834382","文化・教養・厚生施設"
"浦賀奉行所跡","ウラガブギョウショアト","横須賀市西浦賀5-17-2","","","https://www.city.yokosuka.kanagawa.jp/2120/g_info/uragabugyosyo.html","1720年開設された浦賀奉行所跡。江戸を往来するすべての船の検査や、現在の税務署・裁判所・警察署・海上保安庁などの仕事をしていた。","","","","","139.719639698378","35.2362549492904","文化・教養・厚生施設"
