"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"小矢部１丁目第２公園","","神奈川県横須賀市小矢部１丁目１３６６番地","","","","トイレなし 面積：5,640㎡ 昭和63年8月24日開設","","","","","139.669828815868","35.251897874787","街区公園（中央部）"
"小矢部１丁目第３公園","","神奈川県横須賀市小矢部１丁目１３６９番地","","","","トイレなし 面積：1,409㎡ 昭和63年8月24日開設","","","","","139.669713839169","35.2500340671552","街区公園（中央部）"
"小矢部３丁目公園","","神奈川県横須賀市小矢部３丁目１２４９番地","","","","トイレなし 面積：435㎡ 昭和49年12月26日開設","","","","","139.666182161364","35.247068426985","街区公園（中央部）"
"すみれ公園","","神奈川県横須賀市平作８丁目３５３５番地","","","","トイレなし 面積：1,854㎡ 昭和31年6月30日開設","","","","","139.649396682452","35.261023947674","街区公園（中央部）"
"つくし公園","","神奈川県横須賀市公郷町４丁目９番地","","","","トイレあり 面積：1,652㎡ 昭和39年4月1日開設","","","","","139.675245370492","35.2546434816709","街区公園（中央部）"
"腹切松公園","","神奈川県横須賀市大矢部５丁目８５５番地","","","","トイレなし 面積：1,029㎡ 昭和51年12月14日開設","","","","","139.670671851352","35.2395291429405","街区公園（中央部）"
"平作公園","","神奈川県横須賀市平作７丁目３１２０番１","","","","トイレなし 面積：3,926㎡ 昭和43年7月20日開設","","","","","139.653528284131","35.2600340768749","街区公園（中央部）"
"平作第２公園","","神奈川県横須賀市平作８丁目３４６１番地","","","","トイレなし 面積：1,254㎡ 昭和25年10月10日開設","","","","","139.650077620403","35.2615608916781","街区公園（中央部）"
"森崎公園","","神奈川県横須賀市森崎１丁目７番１２","","","","だれでもトイレあり 面積：1,141㎡ 昭和44年4月1日開設","","","","","139.682502749584","35.2495269072293","街区公園（中央部）"
"森崎第２公園","","神奈川県横須賀市森崎３丁目２９６番地","","","","だれでもトイレあり 面積：1,887㎡ 昭和45年4月1日開設","","","","","139.678092132413","35.2467572711441","街区公園（中央部）"
"森崎第３公園","","神奈川県横須賀市森崎４丁目１７４８番地","","","","トイレあり 面積：7,110㎡ 昭和48年4月1日開設","","","","","139.673582534298","35.2452914936247","街区公園（中央部）"
"森崎２丁目公園","","神奈川県横須賀市森崎２丁目３９９番地","","","","トイレあり 面積：1,219㎡ 昭和60年4月1日開設","","","","","139.678109124172","35.2511378099495","街区公園（中央部）"
"森崎４丁目公園","","神奈川県横須賀市森崎４丁目１７３１番地","","","","トイレなし 面積：1,014㎡ 昭和53年4月1日開設","","","","","139.673494530393","35.2480142121883","街区公園（中央部）"
"森崎５丁目公園","","神奈川県横須賀市森崎５丁目１２１番地","","","","トイレあり 面積：3,110㎡ 昭和52年12月5日開設","","","","","139.66680612581","35.2453255922227","街区公園（中央部）"
"森崎６丁目公園","","神奈川県横須賀市森崎６丁目１２８７番地","","","","トイレなし 面積：643㎡ 昭和53年4月1日開設","","","","","139.673066562765","35.2491021061024","街区公園（中央部）"
"森崎６丁目第２公園","","神奈川県横須賀市森崎６丁目１２８７番地","","","","トイレあり 面積：1,750㎡ 昭和53年4月1日開設","","","","","139.66957287144","35.2472673521682","街区公園（中央部）"
"衣笠栄町４丁目公園","","神奈川県横須賀市衣笠栄町４丁目４番地","","","","トイレなし 面積：2,609㎡ 平成10年8月11日開設","","","","","139.655787112252","35.2651685141024","街区公園（中央部）"
"池上７丁目公園","","神奈川県横須賀市池上７丁目３１番地","","","","トイレなし 面積：3,352㎡ 平成12年12月6日開設","","","","","139.643342355041","35.2705509464314","街区公園（中央部）"
"衣笠栄町２丁目公園","","神奈川県横須賀市衣笠栄町２丁目５６番地","","","","トイレなし 面積：946㎡ 平成12年11月25日開設","","","","","139.662251488475","35.2601400542839","街区公園（中央部）"
"池上１丁目公園","","神奈川県横須賀市池上１丁目３９８８番地","","","","トイレなし 面積：1,929㎡ 平成13年4月26日開設","","","","","139.647591909272","35.2680552190181","街区公園（中央部）"
"森崎３丁目公園","","神奈川県横須賀市森崎３丁目４０５番地","","","","トイレなし 面積：432㎡ 平成14年2月22日開設","","","","","139.675512366821","35.2445555420581","街区公園（中央部）"
"池上７丁目第２公園","","神奈川県横須賀市池上７丁目地内","","","","トイレなし 面積：4,145㎡ 平成15年6月10日開設","","","","","139.645836102877","35.2706489560121","街区公園（中央部）"
"平作１丁目たぶのき公園","","神奈川県横須賀市平作１丁目２９５３番地","","","","トイレなし 面積：1,423㎡ 平成16年4月1日開設","","","","","139.652337379828","35.2573133771777","街区公園（中央部）"
"衣笠栄町４丁目第２公園","","神奈川県横須賀市衣笠栄町４丁目５番地","","","","トイレなし 面積：573㎡ 平成17年5月16日開設","","","","","139.656291038063","35.2618018834042","街区公園（中央部）"
"池上７丁目第３公園","","神奈川県横須賀市池上７丁目地内","","","","トイレなし 面積：14,879㎡ 平成20年11月10日開設","","","","","139.643140350059","35.267939198354","街区公園（中央部）"
"大滝町公園","","神奈川県横須賀市大滝町１丁目３１番１０","","","","トイレなし 面積：476㎡ 昭和60年4月1日開設","","","","","139.668044083498","35.2810577043351","街区公園（中央部）"
"三春５丁目第３公園","","神奈川県横須賀市三春町５丁目２９番２８","","","","トイレなし 面積：1,143㎡ 平成21年10月26日開設","","","","","139.687121405322","35.2607356418171","街区公園（中央部）"
"阿部倉公園","","神奈川県横須賀市阿部倉１５０６番１","","","","トイレなし 面積：657㎡ 平成22年2月10日開設","","","","","139.641038487899","35.2619147602148","街区公園（中央部）"
